code,road_name,bus_description,bus_services,mrt_lrt_station,success,timestamp
16209,Pasir Panjang Rd,Horizon Residences,"10, 10, 30, 30, 51, 51, 143, 143, 188, 188, 200, 200",,True,2025-09-29T01:43:31.092075
16199,Kent Ridge Cres,Bef Architecture Dr,"95, 95, 96, 96, 151, 151",,True,2025-09-29T01:43:28.444056
32149,Lim Chu Kang Rd,B26 Lim Chu Kang Rd,"975, 975",,True,2025-09-29T01:41:30.624184
32141,Lim Chu Kang Rd,B27 Lim Chu Kang Rd,"975, 975",,True,2025-09-29T01:41:29.689345
15191,Pasir Panjang Rd,Pasir Panjang Stn/FC,"10, 10, 30, 30, 51, 51, 143, 143, 175, 175, 176, 176, 188, 188",,True,2025-09-29T01:43:16.913510
14539,Beach View Rd,Beach Stn Ter,"123, 123",,True,2025-09-29T01:43:15.181173
07517,Bencoolen St,ibis S'pore on Bencoolen,"64, 64, 65, 65, 139, 139",,True,2025-09-29T01:42:21.114951
13063,River Valley Rd,RV Suites,"14, 14, 65, 65",,True,2025-09-29T01:43:02.728348
11401,Holland Ave,Holland V Stn/Blk 12,"48, 48, 61, 61, 95, 95, 106, 106, 970, 970",,True,2025-09-29T01:42:53.895420
21351,Jln Boon Lay,Bef Boon Lay Way,"79, 79, 246, 246, 249, 249",,True,2025-09-29T01:44:10.330262
21359,Jln Boon Lay,Aft ST Kinetics,"79, 79, 246, 246, 249, 249",,True,2025-09-29T01:44:11.933987
21389,Jurong West Ave 2,Opp St. Joseph's Hme,"157, 157",,True,2025-09-29T01:44:15.342575
21381,Jurong West Ave 2,St. Joseph's Hme,"157, 157",,True,2025-09-29T01:44:15.419222
21461,Jln Tukang,Bef Tukang Innovation Dr,"246, 246",,True,2025-09-29T01:44:16.616463
21511,Chin Bee Ave,Bef Chin Bee Rd,"79, 79",,True,2025-09-29T01:44:18.227178
21619,Corporation Dr,Aft Corp Rd,"30, 30, 49, 49, 98, 98, 98M, 98M",,True,2025-09-29T01:44:22.815908
21519,Chin Bee Ave,Aft Chin Bee Rd,"79, 79",,True,2025-09-29T01:44:22.850390
21691,Boon Lay Way,Opp Summerdale,"30, 30, 154, 154, 178, 178, 180, 180, 187, 187",,True,2025-09-29T01:44:23.155480
21699,Boon Lay Way,Summerdale,"30, 30, 154, 154, 178, 178, 180, 180, 187, 187",,True,2025-09-29T01:44:25.248590
21729,Boon Lay Dr,Opp Blk 239A,"240, 240, 240M, 240M, 258M, 258M",,True,2025-09-29T01:44:30.117603
21771,Yung Ho Rd,Aft Corp Dr,"49, 49, 154, 154",,True,2025-09-29T01:44:30.568714
22061,Jln Buroh,CEVA Logistics,"249, 249",,True,2025-09-29T01:44:30.620979
22069,Jln Buroh,Opp CEVA Logistics,"249, 249",,True,2025-09-29T01:44:31.515991
22179,Pioneer Rd Nth,Secura S'pore,"193, 193, 251, 251, 258, 258, 258M, 258M",,True,2025-09-29T01:44:36.465888
22561,Boon Lay Way,Blk 660 CP,"251, 251",,True,2025-09-29T01:44:37.961774
22329,Wan Lee Rd,Opp Sam McCoy Engrg,"252, 252",,True,2025-09-29T01:44:38.031663
24511,Tuas Rd,Gul Circle Stn Exit A,"192, 192, 193, 193",,True,2025-09-29T01:44:38.434216
24519,Tuas Rd,Gul Circle Stn Exit B,"192, 192, 193, 193",,True,2025-09-29T01:44:43.748024
24701,Pioneer Rd,Tuas Cres Stn Exit B,"247, 247",,True,2025-09-29T01:44:44.205728
24709,Pioneer Rd,Tuas Cres Stn Exit A,"247, 247, 254, 254",,True,2025-09-29T01:44:45.264250
24711,Pioneer Rd,Tuas West Rd Stn Exit B,"192, 192, 193, 193",,True,2025-09-29T01:44:45.545602
25199,Tuas Ave 1,Rockwool Bldg Materials,"192, 192",,True,2025-09-29T01:44:50.592091
24719,Pioneer Rd,Tuas West Rd Stn Exit A,"192, 192, 193, 193, 248, 248, 248M, 248M",,True,2025-09-29T01:44:50.846599
25411,Tuas West Dr,Bef Tuas Ter,"182, 182, 182M, 182M",,True,2025-09-29T01:44:51.654608
25421,Tuas West Dr,Opp Tuas Lk Stn,"182, 182, 182M, 182M, 192, 192, 193, 193, 247, 247, 248, 248, 248M, 248M",,True,2025-09-29T01:44:52.689551
25429,Tuas West Dr,Tuas Lk Stn,"182, 182, 182M, 182M, 192, 192, 193, 193, 247, 247, 248, 248, 248M, 248M",,True,2025-09-29T01:44:56.837626
25511,Tuas Ave 12,Michelman,"192, 192, 193, 193",,True,2025-09-29T01:44:57.808095
25519,Tuas Ave 12,Opp Michelman,"192, 192, 193, 193",,True,2025-09-29T01:44:58.797503
25531,Tuas Ave 7,ST Kinetics,"247, 247",,True,2025-09-29T01:44:59.106441
25539,Tuas Ave 7,Fujifilm,"247, 247",,True,2025-09-29T01:45:03.031236
25549,Tuas Ave 7,CAST Laboratories,"247, 247",,True,2025-09-29T01:45:04.131788
25559,Tuas Ave 8,Lee Welded Mesh,"247, 247",,True,2025-09-29T01:45:05.116775
25571,Tuas Sth Ave 5,Opp West Star,"247, 247",,True,2025-09-29T01:45:05.486862
25579,Tuas Sth Ave 5,West Star,"247, 247",,True,2025-09-29T01:45:09.361071
25589,Tuas Ave 8,Crown Equipment,"247, 247",,True,2025-09-29T01:45:09.959192
25591,Tuas Sth Ave 4,Opp Wyeth Pharmaceuticals,"247, 247",,True,2025-09-29T01:45:11.719399
25599,Tuas Sth Ave 4,Wyeth Pharmaceuticals,"247, 247",,True,2025-09-29T01:45:11.928075
25601,Tuas Sth Ave 7,Pfizer Global,"247, 247",,True,2025-09-29T01:45:15.775127
25609,Tuas Sth Ave 7,Merck Sharp & Dohme,"247, 247",,True,2025-09-29T01:45:16.174442
25611,Tuas Sth Ave 7,Opp WestLink Two,"247, 247",,True,2025-09-29T01:45:19.170233
25621,Tuas Sth Ave 7,Starburst Engrg,"247, 247",,True,2025-09-29T01:45:19.261115
25631,Tuas Sth Ave 7,Container Connections,"247, 247",,True,2025-09-29T01:45:22.801079
25641,Tuas Sth Ave 9,Opp Roche S'pore Tech,"247, 247",,True,2025-09-29T01:45:23.157892
25671,Tuas Bay Lk,Bef Offshore Marine Ctr,"247, 247",,True,2025-09-29T01:45:26.739886
25651,Tuas Sth Ave 6,Novartis,"247, 247",,True,2025-09-29T01:45:26.748990
25681,Pioneer Rd,Bef Tuas West Ave,"192, 192, 248, 248, 248M, 248M",,True,2025-09-29T01:45:29.004809
25689,Pioneer Rd,Aft Tuas West Ave,"192, 192, 248, 248, 248M, 248M",,True,2025-09-29T01:45:29.439996
25691,Tuas Ave 20,Aft Tuas West Rd Stn,"248, 248, 248M, 248M, 254, 254",,True,2025-09-29T01:45:33.159569
25701,Tuas Sth Ave 5,GlaxoSmithKline,"248, 248, 248M, 248M",,True,2025-09-29T01:45:34.039176
25709,Tuas Sth Ave 5,Edgen Murray,"248, 248, 248M, 248M",,True,2025-09-29T01:45:35.197483
25711,Tuas Sth Ave 5,Opp The Index,"248, 248, 248M, 248M",,True,2025-09-29T01:45:35.794805
25719,Tuas Sth Ave 5,The Index,"248, 248, 248M, 248M",,True,2025-09-29T01:45:40.301835
25729,Tuas Sth Ave 10,Abbott,"248, 248, 248M, 248M",,True,2025-09-29T01:45:40.559567
25741,Tuas Sth Ave 12,Halliburton,"248, 248, 248M, 248M",,True,2025-09-29T01:45:41.758879
25751,Tuas Sth Ave 5,Bef Tuas Sth Ave 14,"248, 248, 248M, 248M",,True,2025-09-29T01:45:41.884189
25761,Tuas Sth Ave 14,Opp REC S'pore,"248, 248, 248M, 248M",,True,2025-09-29T01:45:47.329363
25771,Tuas Sth Ave 14,Aft Tuas Sth St 7,"248, 248, 248M, 248M",,True,2025-09-29T01:45:47.701827
25781,Tuas Sth Ave 9,Opp SLS,"248, 248, 248M, 248M",,True,2025-09-29T01:45:49.053143
25791,Tuas Sth Ave 9,Bef Tuas Sth Ave 10,"248, 248, 248M, 248M",,True,2025-09-29T01:45:49.172442
25821,Pioneer Rd,Tuas Amenity Ctr,"254, 254",,True,2025-09-29T01:45:55.104743
