code,road_name,bus_description,bus_services,mrt_lrt_station,success,timestamp
40491,Tengah Gdn Ave,Bef Plantation Cres,"872, 872",,True,2025-11-24T01:53:08.160849
29161,Jln Buroh,Bef Pandan Rd,"78, 78",,True,2025-11-24T01:53:08.593086
02051,Raffles Ave,The Float @ Marina Bay,"36, 36, 56, 56, 77, 77, 97, 97, 97e, 97e, 106, 106, 111, 111, 857, 857, 960, 960, 960e, 960e, 961M, 961M",,True,2025-11-24T01:53:08.962386
40499,Tengah Gdn Ave,Aft Plantation Cres,"872, 872",,True,2025-11-24T01:53:08.913329
40509,Tengah Gdn Ave,Opp Blk 131D,"872, 872",,True,2025-11-24T01:53:14.658938
47721,W'lands Dr 17,Blk 568B,"967, 967",,True,2025-11-24T01:53:15.198500
65669,Northshore Dr,Northshore Pr Sch,"104, 104",,True,2025-11-24T01:53:15.237318
67771,Buangkok Dr,Blk 995B,"104, 104",,True,2025-11-24T01:53:16.073066
67779,Buangkok Dr,Opp Blk 995C,"104, 104",,True,2025-11-24T01:53:20.913442
67791,Buangkok Dr,Opp Blk 415A,"104, 104",,True,2025-11-24T01:53:22.640786
67789,Buangkok Dr,Blk 409A,"104, 104",,True,2025-11-24T01:53:22.870627
67781,Buangkok Dr,Opp Blk 408A,"104, 104",,True,2025-11-24T01:53:22.917524
67799,Buangkok Dr,Blk 415A,"104, 104",,True,2025-11-24T01:53:27.244139
74941,Bedok Resvr Rd,Opp Blk 961A,"5, 5, 18, 18, 21, 21, 28, 28, 46, 46, 59, 59, 65, 65, 67, 67, 69, 69, 168, 168",,True,2025-11-24T01:53:29.665966
74949,Bedok Resvr Rd,Blk 961A,"5, 5, 18, 18, 21, 21, 28, 28, 46, 46, 59, 59, 65, 65, 67, 67, 69, 69, 168, 168",,True,2025-11-24T01:53:30.517244
05649,Keppel Rd,Aft Cantonment Rd,"10, 10, 30, 30, 57, 57, 80, 80, 97, 97, 97e, 97e, 100, 100, 131, 131, 145, 145",,True,2025-11-24T01:53:30.602470
16199,Kent Ridge Cres,Aft Architecture Dr,"95, 95, 96, 96, 151, 151",,True,2025-11-24T01:53:34.238307
43061,Upp Bt Timah Rd,Hillview Stn Exit B,"67, 67, 75, 75, 170, 170, 176, 176, 178, 178, 184, 184, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-11-24T01:53:36.641606
43089,Upp Bt Timah Rd,St. Joseph's Ch (Bt Timah),"67, 67, 75, 75, 170, 170, 176, 176, 178, 178, 184, 184, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-11-24T01:53:37.841179
43081,Upp Bt Timah Rd,Opp St. Joseph's Ch (Bt Timah),"67, 67, 75, 75, 170, 170, 176, 176, 178, 178, 184, 184, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-11-24T01:53:38.008983
43091,Upp Bt Timah Rd,Opp Cashew Stn,"67, 67, 170, 170, 176, 176, 178, 178, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-11-24T01:53:40.604832
43099,Upp Bt Timah Rd,Assumption Eng Sch,"67, 67, 75, 75, 170, 170, 176, 176, 178, 178, 184, 184, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-11-24T01:53:43.679792
57041,Sembawang Rd,Nee Soon Camp,"167, 167, 169, 169, 860, 860, 980, 980",,True,2025-11-24T01:53:44.924601
57049,Sembawang Rd,Opp Nee Soon Camp,"167, 167, 169, 169, 860, 860, 980, 980",,True,2025-11-24T01:53:45.147030
62131,Upp S'goon Rd,S'goon Stn Exit B,"45, 45, 58, 58, 101, 101, 103, 103, 107, 107, 107M, 107M, 147, 147, 153, 153, 317, 317, 853, 853, 853M, 853M",,True,2025-11-24T01:53:46.827451
65011,Punggol Rd,Blk 266/Opp The Rivervale,"80, 80, 82, 82, 87, 87, 88, 88, 89, 89, 89e, 89e, 119, 119, 671, 671, 677, 677",,True,2025-11-24T01:53:50.058501
65019,Punggol Rd,Opp Blk 266/The Rivervale,"80, 80, 82, 82, 87, 87, 88, 88, 89, 89, 89e, 89e, 119, 119, 671, 671, 677, 677",,True,2025-11-24T01:53:51.165831
67569,Sengkang West Way,Bet Blks 430D/433A,"85, 85, 102, 102",,True,2025-11-24T01:53:51.460774
75069,Bedok Resvr Rd,Blk 970A,"5, 5, 18, 18, 21, 21, 28, 28, 46, 46, 59, 59, 65, 65, 67, 67, 69, 69, 168, 168",,True,2025-11-24T01:53:53.858626
75201,Tampines St 83,Blk 833,"46, 46, 291, 291, 513, 513",,True,2025-11-24T01:53:56.230723
77321,Pasir Ris Dr 8,Pasir Ris Int/Mall,"3, 3, 46, 46, 403, 403",,True,2025-11-24T01:53:57.682896
77329,Pasir Ris Dr 8,Opp Pasir Ris Mall,"3, 3, 46, 46, 403, 403",,True,2025-11-24T01:53:57.903941
