code,road_name,bus_description,bus_services,mrt_lrt_station,success,timestamp
40281,Bt Batok West Ave 9,Blk 467B,"871, 871",,True,2025-12-31T08:19:28.639352
02051,Raffles Ave,The Float @ Marina Bay,"36, 36, 56, 56, 70M, 70M, 77, 77, 97, 97, 97e, 97e, 106, 106, 111, 111, 133, 133, 195, 195, 857, 857, 960, 960, 960e, 960e, 961M, 961M",,True,2025-12-31T08:19:28.704170
40289,Bt Batok West Ave 9,Opp Blk 467B,"871, 871",,True,2025-12-31T08:19:28.262053
29161,Jln Buroh,Bef Pandan Rd,"78, 78",,True,2025-12-31T08:19:28.481109
40491,Tengah Gdn Ave,Bef Plantation Cres,"872, 872",,True,2025-12-31T08:19:34.449749
40509,Tengah Gdn Ave,Opp Blk 131D,"872, 872",,True,2025-12-31T08:19:35.280452
40499,Tengah Gdn Ave,Aft Plantation Cres,"872, 872",,True,2025-12-31T08:19:35.618959
43551,Bt Batok West Ave 5,Opp Blk 435A,"992, 992",,True,2025-12-31T08:19:37.105584
43559,Bt Batok West Ave 5,Bef Blk 435A,"992, 992",,True,2025-12-31T08:19:40.495127
47721,W'lands Dr 17,Blk 568B,"967, 967",,True,2025-12-31T08:19:40.790719
58469,Champions Way,Opp Innova Pr Sch,"900, 900, 967, 967",,True,2025-12-31T08:19:41.623588
62301,Hougang St 13,Blk 181,"146, 146",,True,2025-12-31T08:19:42.560751
62309,Hougang St 13,Blk 178A,"146, 146",,True,2025-12-31T08:19:46.633985
63119,Tampines Rd,Aft Hougang Ave 1,"146, 146",,True,2025-12-31T08:19:46.839012
65669,Northshore Dr,Northshore Pr Sch,"104, 104",,True,2025-12-31T08:19:47.590842
65799,Punggol East,Blk 654D,"381, 381, 678, 678, 683, 683",,True,2025-12-31T08:19:48.513447
66701,Lor Chuan,Goldenhill Pk Condo,"58, 58, 73, 73, 159, 159",,True,2025-12-31T08:19:52.675182
66709,Lor Chuan,Lor Chuan Stn Exit B,"58, 58, 73, 73, 159, 159",,True,2025-12-31T08:19:53.096152
67709,Fernvale Rd,Opp Blk 465A,"679, 679",,True,2025-12-31T08:19:53.299589
67749,Fernvale Rd,Thanggam Stn Exit A,"679, 679",,True,2025-12-31T08:19:54.129050
67771,Buangkok Dr,Blk 995B,"104, 104, 114, 114",,True,2025-12-31T08:19:58.619465
67781,Buangkok Dr,Opp Blk 408A,"104, 104",,True,2025-12-31T08:19:59.302313
67779,Buangkok Dr,Opp Blk 995C,"104, 104, 114, 114",,True,2025-12-31T08:19:59.698823
67789,Buangkok Dr,Blk 409A,"104, 104",,True,2025-12-31T08:20:00.134449
67791,Buangkok Dr,Opp Blk 415A,"104, 104, 114, 114",,True,2025-12-31T08:20:04.613399
67799,Buangkok Dr,Blk 415A,"104, 104, 114, 114",,True,2025-12-31T08:20:05.262869
69091,Sang Nila Utama Rd,Opp Blk 227,"148, 148",,True,2025-12-31T08:20:05.719537
74941,Bedok Resvr Rd,Opp Blk 961A,"5, 5, 18, 18, 21, 21, 28, 28, 46, 46, 59, 59, 65, 65, 67, 67, 69, 69, 168, 168",,True,2025-12-31T08:20:06.094935
74949,Bedok Resvr Rd,Blk 961A,"5, 5, 18, 18, 21, 21, 28, 28, 46, 46, 59, 59, 65, 65, 67, 67, 69, 69, 168, 168",,True,2025-12-31T08:20:11.557321
74961,Tampines St 96,Blk 966,"299, 299",,True,2025-12-31T08:20:11.576057
74969,Tampines St 96,Opp Blk 966,"299, 299",,True,2025-12-31T08:20:12.161746
74979,Tampines St 95,Blk 967A,"299, 299",,True,2025-12-31T08:20:12.329758
16199,Kent Ridge Cres,Aft Architecture Dr,"95, 95, 96, 96, 151, 151",,True,2025-12-31T08:20:18.741671
05649,Keppel Rd,Aft Cantonment Rd,"10, 10, 30, 30, 57, 57, 80, 80, 97, 97, 97e, 97e, 100, 100, 131, 131, 145, 145",,True,2025-12-31T08:20:19.194025
43081,Upp Bt Timah Rd,Opp St. Joseph's Ch (Bt Timah),"67, 67, 75, 75, 170, 170, 176, 176, 178, 178, 184, 184, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-12-31T08:20:19.646401
43061,Upp Bt Timah Rd,Hillview Stn Exit B,"67, 67, 75, 75, 170, 170, 176, 176, 178, 178, 184, 184, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-12-31T08:20:19.649268
43091,Upp Bt Timah Rd,Opp Cashew Stn,"67, 67, 170, 170, 176, 176, 178, 178, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-12-31T08:20:26.354632
43099,Upp Bt Timah Rd,Assumption Eng Sch,"67, 67, 75, 75, 170, 170, 176, 176, 178, 178, 184, 184, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-12-31T08:20:26.388841
43089,Upp Bt Timah Rd,St. Joseph's Ch (Bt Timah),"67, 67, 75, 75, 170, 170, 176, 176, 178, 178, 184, 184, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-12-31T08:20:26.497880
57041,Sembawang Rd,Nee Soon Camp,"167, 167, 169, 169, 860, 860, 980, 980",,True,2025-12-31T08:20:26.845959
57049,Sembawang Rd,Opp Nee Soon Camp,"167, 167, 169, 169, 860, 860, 980, 980",,True,2025-12-31T08:20:33.565014
62131,Upp S'goon Rd,S'goon Stn Exit B,"45, 45, 58, 58, 101, 101, 103, 103, 107, 107, 107M, 107M, 147, 147, 153, 153, 317, 317, 853, 853, 853M, 853M",,True,2025-12-31T08:20:34.080704
65019,Punggol Rd,Opp Blk 266/The Rivervale,"80, 80, 82, 82, 87, 87, 88, 88, 89, 89, 89e, 89e, 119, 119, 671, 671, 677, 677",,True,2025-12-31T08:20:34.107795
65011,Punggol Rd,Blk 266/Opp The Rivervale,"80, 80, 82, 82, 87, 87, 88, 88, 89, 89, 89e, 89e, 119, 119, 671, 671, 677, 677",,True,2025-12-31T08:20:34.272189
65569,Punggol East,Blk 656A,"381, 381, 678, 678, 683, 683",,True,2025-12-31T08:20:39.598664
67569,Sengkang West Way,Bet Blks 430D/433A,"85, 85, 102, 102, 682, 682",,True,2025-12-31T08:20:41.787903
75069,Bedok Resvr Rd,Blk 970A,"5, 5, 18, 18, 21, 21, 28, 28, 46, 46, 59, 59, 65, 65, 67, 67, 69, 69, 168, 168",,True,2025-12-31T08:20:41.793274
75201,Tampines St 83,Blk 833,"46, 46, 291, 291, 513, 513",,True,2025-12-31T08:20:41.894359
