code,name,street,lat,lon,code_normalized,change_type,change_reason,old_name
04331,Bef Fort Canning Stn,River Valley Rd,1.29183939431601,103.84504089382705,04331,name_changed,Bus stop name changed,BEF FORT CANNING STN
04339,Fort Canning Stn Exit B,River Valley Rd,1.29221099996741,103.84500500002959,04339,name_changed,Bus stop name changed,FORT CANNING STN EXIT B
05012,Bef Pearl's Hill Terr,Eu Tong Sen St,1.28154583300728,103.84087722199499,05012,name_changed,Bus stop name changed,Bef Pearl'S Hill Terr
05239,Bef The Pinnacle @Duxton,Neil Rd,1.27854113014976,103.8415105424013,05239,name_changed,Bus stop name changed,Bef The Pinnacle@Duxton
06049,Bef Outram Flyover,Outram Rd,1.28474856880259,103.83517705055233,06049,name_changed,Bus stop name changed,BEF OUTRAM FLYOVER
07241,Bef S'goon Rd,Lavender St,1.31557142083242,103.85900616698896,07241,name_changed,Bus stop name changed,Bef S'Goon Rd
07351,Arc 380,Lavender St,1.31351833300073,103.86054527803076,07351,name_changed,Bus stop name changed,ARC 380
07359,Opp Arc 380,Lavender St,1.31368253065979,103.86071451807119,07359,name_changed,Bus stop name changed,OPP ARC 380
07517,ibis S'pore on Bencoolen,Bencoolen St,1.30145216158073,103.85247781934106,07517,name_changed,Bus stop name changed,IBIS S'PORE ON BENCOOLEN
07518,Opp NAFA Campus 3,Bencoolen St,1.30095828368506,103.85211175034802,07518,name_changed,Bus stop name changed,OPP NAFA CAMPUS 3
07529,Jln Besar Stn Exit A,Jln Besar,1.30431906266143,103.85501564257024,07529,name_changed,Bus stop name changed,JLN BESAR STN EXIT A
07571,Sunshine Plaza,Middle Rd,1.30063444632288,103.85114009314601,07571,name_changed,Bus stop name changed,SUNSHINE PLAZA
08079,Sch of The Arts,Prinsep St,1.29921444445586,103.84910329217985,08079,name_changed,Bus stop name changed,Sch of the Arts
10011,Bef Neil Rd,New Bridge Rd,1.2777380589964,103.83749709165197,10011,name_changed,Bus stop name changed,BEF NEIL RD
10041,Bef Kampong Bahru Ter,Kg Bahru Rd,1.27605834770353,103.83519065305671,10041,name_changed,Bus stop name changed,BEF KAMPONG BAHRU TER
10049,Opp Kampong Bahru Ter,Kg Bahru Rd,1.27623302424393,103.83483786772155,10049,name_changed,Bus stop name changed,OPP KAMPONG BAHRU TER
10101,Opp Bt Merah Sec Sch,Jln Bt Merah,1.28506195168861,103.8137833011436,10101,name_changed,Bus stop name changed,OPP BT MERAH SEC SCH
10109,Bt Merah Sec Sch,Jln Bt Merah,1.28535315729277,103.81370529674271,10109,name_changed,Bus stop name changed,BT MERAH SEC SCH
10181,Bef Ar-Rabitah Mque,Tiong Bahru Rd,1.28850399420484,103.82109741719866,10181,name_changed,Bus stop name changed,BEF AR-RABITAH MQUE
10287,Opp Cycle & Carriage,Alexandra Rd,1.291914,103.813405,10287,name_changed,Bus stop name changed,Opposite Cycle & Carriage
10431,Enabling Village,Lengkok Bahru,1.287195,103.813984,10431,name_changed,Bus stop name changed,ENABLING VILLAGE
10439,Opp Enabling Village,Lengkok Bahru,1.28747956947939,103.81418936580334,10439,name_changed,Bus stop name changed,OPP ENABLING VILLAGE
10499,Kampong Bahru Ter,Spooner Rd,1.27585400417691,103.83401000002084,10499,name_changed,Bus stop name changed,KAMPONG BAHRU TER
11001,Opp Ghim Moh Ter,Ghim Moh Rd,1.311072,103.789159,11001,name_changed,Bus stop name changed,Opposite Ghim Moh Terminal
11159,Aft Ch of Our Saviour,C'wealth Ave,1.29800440816386,103.80362656855579,11159,name_changed,Bus stop name changed,Aft Ch Of Our Saviour
11161,C'wealth Stn Exit A/D,C'wealth Ave,1.30213305598263,103.79839083302141,11161,name_changed,Bus stop name changed,C'Wealth Stn Exit A/D
11169,C'wealth Stn Exit B/C,C'wealth Ave,1.30270500001823,103.79838166697326,11169,name_changed,Bus stop name changed,C'Wealth Stn Exit B/C
11401,Holland V Stn/Blk 12,Holland Ave,1.30906722197973,103.79507444402137,11401,name_changed,Bus stop name changed,Holland V Stn/Blk12
12201,LogisHub @ Clementi,Clementi Ave 6,1.32670826856501,103.76399509585458,12201,name_changed,Bus stop name changed,Logishub @ Clementi
12209,Opp LogisHub @ Clementi,Clementi Ave 6,1.32653202760922,103.76429968220569,12209,name_changed,Bus stop name changed,Opp Logishub @ Clementi
13021,Aft Min of Foreign Affairs,Holland Rd,1.30633972996805,103.81430670816292,13021,name_changed,Bus stop name changed,Aft Min Of Foreign Affairs
13062,Stellar RV,River Valley Rd,1.29476674399435,103.82853268161283,13062,name_changed,Bus stop name changed,STELLAR RV
13063,RV Suites,River Valley Rd,1.29534692836828,103.82964309110659,13063,name_changed,Bus stop name changed,RV SUITES
13069,RV Residences,River Valley Rd,1.29488000002792,103.82880805602646,13069,name_changed,Bus stop name changed,RV RESIDENCES
13091,Aft Kim Yam Rd,River Valley Rd,1.29593138900491,103.83937805601917,13091,name_changed,Bus stop name changed,AFT KIM YAM RD
13099,Bef Kim Yam Rd,River Valley Rd,1.29578024244395,103.83961272081199,13099,name_changed,Bus stop name changed,BEF KIM YAM RD
14129,HarbourFront Stn Exit A,Telok Blangah Rd,1.26607869101924,103.81977877391114,14129,name_changed,Bus stop name changed,Harbourfront Stn Exit A
14281,SAFRA Mt Faber,Telok Blangah Way,1.27699671573899,103.81804377490617,14281,name_changed,Bus stop name changed,Safra Mt Faber
14501,Opp Blk 91A,Telok Blangah St 31,1.27687216148362,103.80648081848618,14501,name_changed,Bus stop name changed,OPP BLK 91A
14509,Blk 92B,Telok Blangah St 31,1.275651111,103.8068061,14509,name_changed,Bus stop name changed,BLK 92B
14539,Beach Stn Ter,Beach View,1.251427,103.818545,14539,name_changed,Bus stop name changed,Beach Station Bus Terminal
15191,Pasir Panjang Stn/FC,Pasir Panjang Rd,1.27581227029734,103.79263571257981,15191,name_changed,Bus stop name changed,Pasir Panjang Stn/Fc
16041,Opp Luxe Ville,Pasir Panjang Rd,1.2893086506189,103.77660095143266,16041,name_changed,Bus stop name changed,OPP LUXE VILLE
16049,Whitehaven,Pasir Panjang Rd,1.28910696351866,103.77738952047318,16049,name_changed,Bus stop name changed,WHITEHAVEN
16091,NUS Sports Ctr,AYE,1.299478,103.779229,16091,name_changed,Bus stop name changed,Opp SIT Dover
16099,Opp NUS Sports Ctr,AYE,1.30061249997689,103.77815138886747,16099,name_changed,Bus stop name changed,SIT Dover
16101,Inst of Micro-electronics,Science Pk Rd,1.28923831874246,103.77969239279669,16101,name_changed,Bus stop name changed,Inst Of Micro-Electronics
16161,NUS Museums,Kent Ridge Cres,1.30107500001488,103.77369416698464,16161,name_changed,Bus stop name changed,Nus Museums
16199,Bef Architecture Dr,Kent Ridge Cres,1.29639303583424,103.77072917887465,16199,name_changed,Bus stop name changed,Aft Architecture Dr
16209,Horizon Residences,Pasir Panjang Rd,1.28159092769912,103.78400650244838,16209,name_changed,Bus stop name changed,HORIZON RESIDENCES
17089,Bef West Coast Cres,West Coast Link,1.299684,103.765425,17089,name_changed,Bus stop name changed,Before West Coast Crescent
17099,UTown - Cendana,Clementi Rd,1.3078304704809,103.77165274445558,17099,name_changed,Bus stop name changed,YALE-NUS COLLEGE
17171,Clementi Stn Exit A/Mall,C'wealth Ave West,1.31497399268611,103.76502698264449,17171,name_changed,Bus stop name changed,Clementi Stn Exit A
18011,Aft HortPark,Alexandra Rd,1.28087089714667,103.8021033300325,18011,name_changed,Bus stop name changed,Aft Hortpark
18051,one-north Stn,Ayer Rajah Ave,1.29863776004531,103.7873441662514,18051,name_changed,Bus stop name changed,One-North Stn
18059,Opp one-north Stn,Ayer Rajah Ave,1.29849138898115,103.78720666698497,18059,name_changed,Bus stop name changed,Opp One-North Stn
18151,Opp one-north Stn/Galaxis,Portsdown Rd,1.30051083054497,103.78864286195989,18151,name_changed,Bus stop name changed,Opp One-North Stn/Galaxis
18159,one-north Stn/Galaxis,Portsdown Rd,1.3003468994065,103.78858368998314,18159,name_changed,Bus stop name changed,One-North Stn/Galaxis
19059,UTown - RC4,Dover Rd,1.30894500001531,103.7727225000061,19059,name_changed,Bus stop name changed,University Town
19071,Opp ACS Independent,Dover Rd,1.30515500002931,103.78108305597279,19071,name_changed,Bus stop name changed,Opp Acs Independent
19089,ACS Independent,Dover Rd,1.30370305599194,103.78184388900041,19089,name_changed,Bus stop name changed,Acs Independent
20021,NEWest,AYE,1.31675923723731,103.75788959223745,20021,name_changed,Bus stop name changed,NEWEST
20029,Opp NEWest,AYE,1.31772833949651,103.75767989744158,20029,name_changed,Bus stop name changed,OPP NEWEST
20131,S'pore Food Ind Bldg,West Coast Rd,1.3155936163792,103.7518511517015,20131,name_changed,Bus stop name changed,S'pore Food Industries Bldg
21029,Aft Corp Pl,Jln Ahmad Ibrahim,1.32429728567538,103.72180766916203,21029,name_changed,Bus stop name changed,AFT CORP PL
21151,CWT Distripk,Jurong Port Rd,1.3169920318205,103.71988944330612,21151,name_changed,Bus stop name changed,CWT Distripark
21171,Opp Corp Pl,Corporation Rd,1.3258163890121,103.71906611098208,21171,name_changed,Bus stop name changed,OPP CORP PL
21179,Corp Pl,Corporation Rd,1.32586166697514,103.71929527796603,21179,name_changed,Bus stop name changed,CORP PL
21229,Opp S'pore A'space Mfg,Corporation Rd,1.34206,103.716007,21229,name_changed,Bus stop name changed,Opp S'Pore A'Space Mfg
21241,Blk 216 CP,Boon Lay Ave,1.34973665190679,103.71235425312759,21241,name_changed,Bus stop name changed,216 CP
21261,Aft Chin Bee Ave,Quality Rd,1.33393514008105,103.71025085451481,21261,name_changed,Bus stop name changed,AFT CHIN BEE AVE
21321,UTOC Engrg,Jln Boon Lay,1.32624055798556,103.70885429370763,21321,name_changed,Bus stop name changed,UTOC ENGRG
21329,Opp UTOC Engrg,Jln Boon Lay,1.32691548284142,103.70901792785014,21329,name_changed,Bus stop name changed,OPP UTOC ENGRG
21351,Bef Boon Lay Way,Jln Boon Lay,1.33882138642125,103.70956429008974,21351,name_changed,Bus stop name changed,BEF BOON LAY WAY
21359,Aft ST Kinetics,Jln Boon Lay,1.33867010260834,103.7099597309989,21359,name_changed,Bus stop name changed,AFT ST KINETICS
21381,St. Joseph's Hme,Jurong West Ave 2,1.350462,103.709815,21381,name_changed,Bus stop name changed,ST. JOSEPH'S HME
21389,Opp St. Joseph's Hme,Jurong West Ave 2,1.350059,103.709927,21389,name_changed,Bus stop name changed,OPP ST. JOSEPH'S HME
21461,Bef Tukang Innovation Dr,Jln Tukang,1.32731972199567,103.71799361099863,21461,name_changed,Bus stop name changed,BEF TUKANG INNOVATION DR
21511,Bef Chin Bee Rd,Chin Bee Ave,1.3331199693958,103.71107697488075,21511,name_changed,Bus stop name changed,Opp Amoy Canning
21519,Aft Chin Bee Rd,Chin Bee Ave,1.33295908040191,103.71129155158583,21519,name_changed,Bus stop name changed,Amoy Canning
21619,Aft Corp Rd,Corporation Dr,1.33793509893342,103.71816213921478,21619,name_changed,Bus stop name changed,AFT CORP RD
21691,Opp Summerdale,Boon Lay Way,1.34107859811695,103.71138811111824,21691,name_changed,Bus stop name changed,OPP SUMMERDALE
21699,Summerdale,Boon Lay Way,1.34154982082089,103.71203075013112,21699,name_changed,Bus stop name changed,SUMMERDALE
21729,Opp Blk 239A,Boon Lay Dr,1.34238,103.711321,21729,name_changed,Bus stop name changed,Opposite Blk 239A
21771,Aft Corp Dr,Yung Ho Rd,1.3266,103.723626,21771,name_changed,Bus stop name changed,AFT CORP DR
22061,CEVA Logistics,Jln Buroh,1.31427617763344,103.70464097156747,22061,name_changed,Bus stop name changed,Ceva Logistics
22069,Opp CEVA Logistics,Jln Buroh,1.31365447950552,103.70379462205501,22069,name_changed,Bus stop name changed,Opp Ceva Logistics
22179,Secura S'pore,Pioneer Rd Nth,1.33000472340216,103.6966590690515,22179,name_changed,Bus stop name changed,Secura S'Pore
22329,Opp Sam McCoy Engrg,Wan Lee Rd,1.33024346855102,103.70501590196446,22329,name_changed,Bus stop name changed,Opp Sam Mccoy Engrg
22561,Blk 660 CP,Boon Lay Way,1.33497038465954,103.704144267721,22561,name_changed,Bus stop name changed,Blk 660 Cp
24511,Gul Circle Stn Exit A,Tuas Rd,1.319446944,103.6608911,24511,name_changed,Bus stop name changed,GUL CIRCLE STN EXIT A
24519,Gul Circle Stn Exit B,Tuas Rd,1.319071944,103.6598081,24519,name_changed,Bus stop name changed,GUL CIRCLE STN EXIT B
24701,Tuas Cres Stn Exit B,Pioneer Rd,1.321386,103.649116,24701,name_changed,Bus stop name changed,TUAS CRES STN EXIT B
24709,Tuas Cres Stn Exit A,Pioneer Rd,1.32089,103.649026,24709,name_changed,Bus stop name changed,TUAS CRES STN EXIT A
24711,Tuas West Rd Stn Exit B,Pioneer Rd,1.329871,103.639994,24711,name_changed,Bus stop name changed,TUAS WEST RD STN EXIT B
24719,Tuas West Rd Stn Exit A,Pioneer Rd,1.330051,103.639332,24719,name_changed,Bus stop name changed,TUAS WEST RD STN EXIT A
25199,Rockwool Bldg Materials,Tuas Ave 1,1.32109472197296,103.65933166702904,25199,name_changed,Bus stop name changed,Rockwool Building Materials
25411,Bef Tuas Ter,Tuas West Dr,1.34387062081224,103.63830559259954,25411,name_changed,Bus stop name changed,BEF TUAS TER
25421,Opp Tuas Lk Stn,Tuas West Dr,1.3414665264837,103.63745040018382,25421,name_changed,Bus stop name changed,OPP TUAS LINK STN
25429,Tuas Lk Stn,Tuas West Dr,1.34055807307548,103.63696536000046,25429,name_changed,Bus stop name changed,TUAS LINK STN
25511,Michelman,Tuas Ave 12,1.32981500001918,103.64080472198735,25511,name_changed,Bus stop name changed,MICHELMAN
25519,Opp Michelman,Tuas Ave 12,1.32981451584967,103.6409965426425,25519,name_changed,Bus stop name changed,OPP MICHELMAN
25531,ST Kinetics,Tuas Ave 7,1.332349,103.645156,25531,name_changed,Bus stop name changed,ST KINETICS
25539,Fujifilm,Tuas Ave 7,1.332311,103.64507,25539,name_changed,Bus stop name changed,FUJIFILM
25549,CAST Laboratories,Tuas Ave 7,1.329815,103.647687,25549,name_changed,Bus stop name changed,CAST LABORATORIES
25559,Lee Welded Mesh,Tuas Ave 8,1.325651,103.645879,25559,name_changed,Bus stop name changed,LEE WELDED MESH
25571,Opp West Star,Tuas Sth Ave 5,1.315444,103.635242,25571,name_changed,Bus stop name changed,OPP WEST STAR
25579,West Star,Tuas Sth Ave 5,1.315542,103.634947,25579,name_changed,Bus stop name changed,WEST STAR
25589,Crown Equipment,Tuas Ave 8,1.328334,103.648426,25589,name_changed,Bus stop name changed,CROWN EQUIPMENT
25591,Opp Wyeth Pharmaceuticals,Tuas Sth Ave 4,1.310246,103.63509,25591,name_changed,Bus stop name changed,OPP WYETH PHARMACEUTICALS
25599,Wyeth Pharmaceuticals,Tuas Sth Ave 4,1.30943,103.635806,25599,name_changed,Bus stop name changed,WYETH PHARMACEUTICALS
25601,Pfizer Global,Tuas Sth Ave 7,1.301632,103.634717,25601,name_changed,Bus stop name changed,PFIZER GLOBAL
25609,Merck Sharp & Dohme,Tuas Sth Ave 7,1.301942,103.634519,25609,name_changed,Bus stop name changed,MERCK SHARP & DOHME
25611,Opp WestLink Two,Tuas Sth Ave 7,1.297703,103.633033,25611,name_changed,Bus stop name changed,OPP WESTLINK TWO
25621,Starburst Engrg,Tuas Sth Ave 7,1.294382,103.631889,25621,name_changed,Bus stop name changed,STARBURST ENGRG
25631,Container Connections,Tuas Sth Ave 7,1.290329,103.631397,25631,name_changed,Bus stop name changed,CONTAINER CONNECTIONS
25641,Opp Roche S'pore Tech,Tuas Sth Ave 9,1.296157,103.638434,25641,name_changed,Bus stop name changed,OPP ROCHE S'PORE TECH
25651,Novartis,Tuas Sth Ave 6,1.299345,103.63553,25651,name_changed,Bus stop name changed,NOVARTIS
25671,Bef Offshore Marine Ctr,Tuas Bay Link,1.294546,103.641614,25671,name_changed,Bus stop name changed,BEF OFFSHORE MARINE CTR
25681,Bef Tuas West Ave,Pioneer Rd,1.332541,103.637033,25681,name_changed,Bus stop name changed,BEF TUAS WEST AVE
25689,Aft Tuas West Ave,Pioneer Rd,1.332109,103.637126,25689,name_changed,Bus stop name changed,AFT TUAS WEST AVE
25691,Aft Tuas West Rd Stn,Tuas Ave 20,1.328519,103.639669,25691,name_changed,Bus stop name changed,AFT TUAS WEST RD STN
25701,GlaxoSmithKline,Tuas Sth Ave 5,1.295593,103.627651,25701,name_changed,Bus stop name changed,GLAXOSMITHKLINE
25709,Edgen Murray,Tuas Sth Ave 5,1.295671,103.627284,25709,name_changed,Bus stop name changed,EDGEN MURRAY
25711,Opp The Index,Tuas Sth Ave 5,1.288627,103.625073,25711,name_changed,Bus stop name changed,OPP THE INDEX
25719,The Index,Tuas Sth Ave 5,1.289014,103.624893,25719,name_changed,Bus stop name changed,THE INDEX
25729,Abbott,Tuas Sth Ave 10,1.284932,103.628258,25729,name_changed,Bus stop name changed,ABBOTT
25741,Halliburton,Tuas Sth Ave 12,1.280501,103.62711,25741,name_changed,Bus stop name changed,HALLIBURTON
25751,Bef Tuas Sth Ave 14,Tuas Sth Ave 5,1.278059,103.621663,25751,name_changed,Bus stop name changed,BEF TUAS STH AVE 14
25761,Opp REC S'pore,Tuas Sth Ave 14,1.275062,103.624222,25761,name_changed,Bus stop name changed,OPP REC S'PORE
25771,Aft Tuas Sth St 7,Tuas Sth Ave 14,1.274334,103.632329,25771,name_changed,Bus stop name changed,AFT TUAS STH ST 7
25781,Opp SLS,Tuas Sth Ave 9,1.276398,103.635811,25781,name_changed,Bus stop name changed,OPP SLS
25791,Bef Tuas Sth Ave 10,Tuas Sth Ave 9,1.28202,103.636126,25791,name_changed,Bus stop name changed,BEF TUAS STH AVE 10
25801,Bef Tuas Sth Ave 7,Tuas Sth Ave 10,1.28451,103.634186,25801,name_changed,Bus stop name changed,BEF TUAS STH AVE 7
25821,Tuas Amenity Ctr,Pioneer Rd,1.317492,103.652589,25821,name_changed,Bus stop name changed,TUAS AMENITY CTR
26019,Progress Galvanizing,Tuas Cres,1.318612,103.648062,26019,name_changed,Bus stop name changed,PROGRESS GALVANIZING
26029,Chia Hock Trading Co,Tuas Cres,1.317805,103.647257,26029,name_changed,Bus stop name changed,CHIA HOCK TRADING CO
26039,Asia Polyurethane,Tuas Cres,1.316062,103.645623,26039,name_changed,Bus stop name changed,ASIA POLYURETHANE
26041,Hiap Seng Engrg Ltd,Tuas Cres,1.314711,103.643052,26041,name_changed,Bus stop name changed,HIAP SENG ENGRG LTD
26051,Blasting Abrasives,Tuas Cres,1.316385,103.641295,26051,name_changed,Bus stop name changed,BLASTING ABRASIVES
26059,PaxOcean,Tuas Cres,1.31672777803073,103.64083888900358,26059,name_changed,Bus stop name changed,PAXOCEAN
26061,BS Development,Tuas Cres,1.318186,103.639406,26061,name_changed,Bus stop name changed,B S DEVELOPMENT
26071,Unifine Star Petrochem,Tuas Cres,1.320508,103.637024,26071,name_changed,Bus stop name changed,UNIFINE STAR PETROCHEM
26081,Bef Tuas Ave 18A,Tuas Cres,1.322491,103.634908,26081,name_changed,Bus stop name changed,BEF TUAS AVE 18A
26091,Rotary Engrg,Tuas Ave 20,1.324656,103.636135,26091,name_changed,Bus stop name changed,ROTARY ENGRG
26101,BASF Sth East Asia,Tuas Ave 20,1.326868,103.638144,26101,name_changed,Bus stop name changed,BASF STH EAST ASIA
27221,Sch of CEE,Nanyang Dr,1.34623151653928,103.67851763727317,27221,name_changed,Bus stop name changed,Sch Of CEE
27501,NTUC Health Nursing Hme,Jurong West St 93,1.34097116721964,103.69167107077278,27501,name_changed,Bus stop name changed,NTUC HEALTH NURSING HME
27539,Bef Xingnan Pr Sch,Jurong West St 91,1.34071614464901,103.6868923374865,27539,name_changed,Bus stop name changed,BEF XINGNAN PR SCH
28011,Bef Toh Tuck Ave,C'wealth Ave West,1.32425805601593,103.7591472219987,28011,name_changed,Bus stop name changed,BEF TOH TUCK AVE
28021,Opp 8 @Tradehub 21,Boon Lay Way,1.32615808379173,103.75545022241596,28021,name_changed,Bus stop name changed,OPP 8 @TRADEHUB 21
28029,8 @ Tradehub 21,Boon Lay Way,1.32688998200812,103.75436027668461,28029,name_changed,Bus stop name changed,8 @ TRADEHUB 21
28199,Opp Jem,Jurong Gateway Rd,1.332679,103.743839,28199,name_changed,Bus stop name changed,Opposite JEM
29119,ComfortDelGro Engrg,Pandan Rd,1.30075962146214,103.74720096588953,29119,name_changed,Bus stop name changed,Comfortdelgro Engrg
29121,Opp CLP Intl,Tg Penjuru,1.30670185792468,103.73955130573647,29121,name_changed,Bus stop name changed,Opp Clp Intl
29129,CLP Intl,Tg Penjuru,1.30639194302217,103.73949183679694,29129,name_changed,Bus stop name changed,Clp Intl
30119,Aft Choa Chu Kang Ave 6,Brickland Rd,1.37288750001555,103.7404039307868,30119,name_changed,Bus stop name changed,AFT CHOA CHU KANG AVE 6
30129,Opp Blk 805D,Brickland Rd,1.37203889001441,103.74381033081468,30129,name_changed,Bus stop name changed,OPP BLK 805D
31131,CCK Cemy Office,Old Choa Chu Kang Rd,1.3721005602879,103.6901494100538,31131,name_changed,Bus stop name changed,Aft Track 33
31139,Opp CCK Cemy Office,Old Choa Chu Kang Rd,1.37211281474792,103.69038412231409,31139,name_changed,Bus stop name changed,Bef Track 33
31141,Aft Gdn of Remembrance,Old Choa Chu Kang Rd,1.37409630689339,103.69342185827556,31141,name_changed,Bus stop name changed,CCK Cemy Office
31149,Bef Gdn of Remembrance,Old Choa Chu Kang Rd,1.37394854683347,103.69400832710886,31149,name_changed,Bus stop name changed,Opp CCK Cemy Office
40011,Little India Stn Exit A,Bt Timah Rd,1.30606411522588,103.84908751469008,40011,name_changed,Bus stop name changed,LITTLE INDIA STN EXIT A
40021,Bef Winstedt Rd,Bt Timah Rd,1.311033889,103.8427911,40021,name_changed,Bus stop name changed,BEF WINSTEDT RD
40081,Stevens Stn Exit 1,Bt Timah Rd,1.32012951912406,103.82605259642706,40081,name_changed,Bus stop name changed,STEVENS STN EXIT 1
40089,Aft Stevens Stn Exit 5,Dunearn Rd,1.320510556,103.8273903,40089,name_changed,Bus stop name changed,AFT STEVENS STN EXIT 5
40101,KK Women & Children Hosp,Kg Java Rd,1.31036186651665,103.84779148902439,40101,name_changed,Bus stop name changed,Kk Women & Children Hosp
40209,Novotel Mercure @ Stevens,Stevens Rd,1.31388805600649,103.82738777802837,40209,name_changed,Bus stop name changed,NOVOTEL MERCURE @ STEVENS
40239,Bef Stevens Stn Exit 4,Whitley Rd,1.322585278,103.8262153,40239,name_changed,Bus stop name changed,BEF STEVENS STN EXIT 4
40249,St. Joseph's Instn,Whitley Rd,1.3249247219882,103.82735055603025,40249,name_changed,Bus stop name changed,St. Joseph'S Instn
40279,KK Women & Children Hosp,Bt Timah Rd,1.30981925741503,103.8460393043403,40279,name_changed,Bus stop name changed,Kk Women & Children Hosp
40371,Opp Blk 465A,Bt Batok West Ave 5,1.35813308018627,103.74305344718294,40371,name_changed,Bus stop name changed,OPP BLK 465A
40379,Blk 467 CP,Bt Batok West Ave 5,1.35754268986546,103.74357270089524,40379,name_changed,Bus stop name changed,Blk 467 Cp
40389,Tengah CC,Plantation Cres,1.356473,103.734424,40389,name_changed,Bus stop name changed,Blk 119
40439,Opp Blk 236A,Tengah Garden Walk,1.3611,103.731,40439,name_changed,Bus stop name changed,Opposite Blk 236A
41121,S'pore Bible Coll,Adam Rd,1.32554444399609,103.81350777801268,41121,name_changed,Bus stop name changed,S'Pore Bible Coll
41129,Opp S'pore Bible Coll,Adam Rd,1.32542946413096,103.81399869920736,41129,name_changed,Bus stop name changed,Opp S'Pore Bible Coll
41161,Aft Kheam Hock Rd,Lornie Highway,1.335063889,103.8187389,41161,name_changed,Bus stop name changed,AFT KHEAM HOCK RD
42111,Woh Hup Bldg,Upp Bt Timah Rd,1.34584805601375,103.77262861101015,42111,name_changed,Bus stop name changed,WOH HUP BLDG
42139,Avenue Villa,Sixth Ave,1.32877805376848,103.7944440268283,42139,name_changed,Bus stop name changed,Ave Villa
42991,Bef Hillview Stn Exit B,Upp Bt Timah Rd,1.36164,103.766952,42991,name_changed,Bus stop name changed,BEF HILLVIEW STN EXIT B
43069,Hillview Stn Exit A,Upp Bt Timah Rd,1.36296778241046,103.76768583722071,43069,name_changed,Bus stop name changed,HILLVIEW STN EXIT A
43111,Min of Defence,Upp Bt Timah Rd,1.37229972154626,103.76298146518725,43111,name_changed,Bus stop name changed,Min Of Defence
43199,Ch of St. Mary,Bt Batok East Ave 6,1.34663409083885,103.75920055445125,43199,name_changed,Bus stop name changed,Ch Of St. Mary
43211,SBST Bt Batok Depot,Bt Batok St 23,1.34087277799084,103.75507916698768,43211,name_changed,Bus stop name changed,Sbst Bt Batok Depot
43219,Opp SBST Bt Batok Depot,Bt Batok St 23,1.3413740257309,103.75446757134857,43219,name_changed,Bus stop name changed,Opp Sbst Bt Batok Depot
43452,Aft Bt Batok West Ave 3,Bt Batok Rd,1.348526111,103.7385769,43452,name_changed,Bus stop name changed,AFT BT BATOK WEST AVE 3
43453,Bef PIE,Bt Batok Rd,1.3479,103.7385,43453,name_changed,Bus stop name changed,BEF PIE
43631,PPIS Bt Batok,Old Jurong Rd,1.34785920936647,103.7685845905285,43631,name_changed,Bus stop name changed,Ppis Bt Batok
43639,Opp PPIS Bt Batok,Old Jurong Rd,1.34810218754524,103.76845262919154,43639,name_changed,Bus stop name changed,Opp Ppis Bt Batok
