code,name,street,lat,lon,change_type,change_reason
3019,OUE Bayfront,Collyer Quay,1.284245000013,103.853108055996,removed,Removed bus stop code
3021,Prudential Twr,Cecil St,1.28255524603003,103.84998903789258,removed,Removed bus stop code
3031,Raffles Pl Stn Exit F,Robinson Rd,1.28207492207952,103.85086074925066,removed,Removed bus stop code
3041,Telok Ayer Stn Exit A,Cross St,1.28179509394707,103.84893207391676,removed,Removed bus stop code
3059,One Raffles Quay,Raffles Quay,1.281111,103.851461,removed,Removed bus stop code
3071,80 Robinson Rd,Robinson Rd,1.27990609626764,103.8494003042448,removed,Removed bus stop code
3111,Aft Capital Twr,Robinson Rd,1.2778259536079,103.8481011719729,removed,Removed bus stop code
3129,UIC Bldg,Shenton Way,1.27807003532092,103.84956718123824,removed,Removed bus stop code
3151,Aft Telok Ayer St,Cecil St,1.27892124625262,103.84776234627124,removed,Removed bus stop code
3217,Aft Straits Blvd,Shenton Way,1.27552218897645,103.8479443674916,removed,Removed bus stop code
3218,Opp MAS Bldg,Shenton Way,1.2740788888387,103.84687388890411,removed,Removed bus stop code
3222,Hub Synergy Pt,Anson Rd,1.27397836925637,103.84489562922414,removed,Removed bus stop code
3223,Tanjong Pagar Stn Exit C,Anson Rd,1.2757033952327,103.84632468221952,removed,Removed bus stop code
3239,Shenton Way Ter,Shenton Way,1.27464226961973,103.84756721372408,removed,Removed bus stop code
3241,Aft Enggor St,Anson Rd,1.27456,103.84537,removed,Removed bus stop code
3331,Bef Marina Gdns Dr,Marina Blvd,1.27663307202767,103.86076808024792,removed,Removed bus stop code
3339,Aft Marina Gdns Dr,Central Blvd,1.27498516412784,103.85950016250489,removed,Removed bus stop code
3341,Bef Gdns by the Bay,Marina Gdns Dr,1.27959780011944,103.8643376844082,removed,Removed bus stop code
3349,Aft Gdns by the Bay,Marina Gdns Dr,1.27965600609923,103.8647780795552,removed,Removed bus stop code
3361,Gardens by the Bay Stn Exit 2,Marina Gdns Dr,1.279917,103.868895,removed,Removed bus stop code
3369,Gardens by the Bay Stn Exit 1,Marina Gdns Dr,1.27960772061959,103.8698744774074,removed,Removed bus stop code
3371,Gdns by the Bay,Marina Gdns Dr,1.28066479303461,103.86626955523418,removed,Removed bus stop code
3381,The Sail,Marina Blvd,1.28162601329006,103.85306513725683,removed,Removed bus stop code
3391,Marina Bay Financial Ctr,Marina Blvd,1.28037660340352,103.85498006767988,removed,Removed bus stop code
3411,Opp Marina Sth Pier Stn,Marina Coastal Dr,1.27159299884076,103.86300900488229,removed,Removed bus stop code
3419,Marina Sth Pier Stn,Marina Coastal Dr,1.27127698470973,103.86297693157816,removed,Removed bus stop code
3421,Marina Bay Cruise Ctr,Marina Coastal Dr,1.26694090294712,103.85964778134668,removed,Removed bus stop code
3501,Marina Bay Sands Theatre,Bayfront Ave,1.28500467671367,103.8606110538643,removed,Removed bus stop code
3509,Bayfront Stn Exit B/MBS,Bayfront Ave,1.28314999997332,103.86004388891767,removed,Removed bus stop code
3511,Aft Bayfront Stn Exit E,Bayfront Ave,1.28194779470571,103.85897064872482,removed,Removed bus stop code
3519,Bayfront Stn Exit A,Bayfront Ave,1.28124500000125,103.85884799997385,removed,Removed bus stop code
3529,Downtown Stn Exit E,Central Blvd,1.27939957419063,103.85278769921705,removed,Removed bus stop code
3539,Marina Bay Stn,Central Blvd,1.2775330547661,103.85561610012866,removed,Removed bus stop code
3549,Shenton Way Stn Exit 3,Park Street,1.277728,103.85045,removed,Removed bus stop code
3579,Opp Downtown Stn,Straits view,1.278832,103.852918,removed,Removed bus stop code
4019,OPP BENCOOLEN STN EXIT B,Bencoolen St,1.29807216909408,103.84975607305785,removed,Removed bus stop code
4029,BEF BENCOOLEN STN EXIT A,Bencoolen St,1.29948166696821,103.8509266670124,removed,Removed bus stop code
4111,Capitol Bldg,Stamford Rd,1.29395444170081,103.85139096636622,removed,Removed bus stop code
4121,SMU,Stamford Rd,1.29618544092334,103.84958029974612,removed,Removed bus stop code
4142,Armenian Ch,Hill St,1.2930982644668,103.84965994500728,removed,Removed bus stop code
4143,Stamford Ct,Hill St,1.29411640848293,103.85020606905503,removed,Removed bus stop code
4149,Grand Pk City Hall,Hill St,1.29276132399953,103.84983741344308,removed,Removed bus stop code
4151,Cath Of The Good Shepherd,Victoria St,1.29533777799211,103.8511397219812,removed,Removed bus stop code
4159,Aft Chijmes,Victoria St,1.29489484954945,103.85108138663934,removed,Removed bus stop code
4167,City Hall Stn Exit B,Nth Bridge Rd,1.29250006522444,103.85145315468638,removed,Removed bus stop code
4168,Aft City Hall Stn Exit B,Nth Bridge Rd,1.29208221483052,103.85125994680256,removed,Removed bus stop code
4179,Aft Bras Basah Stn Exit A,Bras Basah Rd,1.29647916306741,103.85147164487202,removed,Removed bus stop code
4211,Clarke Quay,River Valley Rd,1.29043611099357,103.84712444398056,removed,Removed bus stop code
4219,Opp Clarke Quay,River Valley Rd,1.29096802754795,103.84686777836988,removed,Removed bus stop code
4222,Clarke Quay Stn Exit E,Eu Tong Sen St,1.28898962180798,103.84708976365567,removed,Removed bus stop code
4223,Old Hill St Police Stn,Hill St,1.29084476137495,103.84857901022669,removed,Removed bus stop code
4229,High St Ctr,Hill St,1.29044830830726,103.84875123545264,removed,Removed bus stop code
4239,Opp Clarke Quay Stn,New Bridge Rd,1.28882717929599,103.8474938118651,removed,Removed bus stop code
4249,Opp The Treasury,Nth Bridge Rd,1.29043039362749,103.850262165082,removed,Removed bus stop code
4251,Opp High St Ctr,Nth Boat Quay,1.28973833297563,103.84888472198024,removed,Removed bus stop code
4311,Aft River Valley Rd,Clemenceau Ave,1.29464575337351,103.8439214229312,removed,Removed bus stop code
4321,UE Sq,Clemenceau Ave,1.2921400077773,103.8430364619106,removed,Removed bus stop code
4329,Opp UE Sq,Clemenceau Ave,1.29197057108024,103.84328384973516,removed,Removed bus stop code
4331,BEF FORT CANNING STN,River Valley Rd,1.29183939431601,103.84504089382705,removed,Removed bus stop code
4339,FORT CANNING STN EXIT B,River Valley Rd,1.29221099996741,103.8450050000296,removed,Removed bus stop code
5012,Bef Pearl'S Hill Terr,Eu Tong Sen St,1.28154583300728,103.840877221995,removed,Removed bus stop code
5013,Chinatown Stn Exit C,Eu Tong Sen St,1.28406979945936,103.84299874303984,removed,Removed bus stop code
5019,Aft Duxton Plain Pk,New Bridge Rd,1.28118388885484,103.84105000000471,removed,Removed bus stop code
5022,Aft Chinatown Stn Exit D,Eu Tong Sen St,1.28571089865595,103.84437203405348,removed,Removed bus stop code
5023,Opp Hong Lim Pk,Eu Tong Sen St,1.28692928357498,103.84540375642476,removed,Removed bus stop code
5029,Boat Quay,Sth Bridge Rd,1.28712283362119,103.84819780822524,removed,Removed bus stop code
5039,New Bridge Ctr,New Bridge Rd,1.28293819129834,103.84254276754574,removed,Removed bus stop code
5049,Chinatown Stn Exit E,New Bridge Rd,1.28531114761754,103.84455070696784,removed,Removed bus stop code
5059,Hong Lim Pk,New Bridge Rd,1.28676420118491,103.84575036447065,removed,Removed bus stop code
5069,Outram Pk Stn Exit 4,New Bridge Rd,1.28027629959632,103.84029791443083,removed,Removed bus stop code
5129,Opp One Upp Pickering,Upp Pickering St,1.28601166699569,103.84634666701145,removed,Removed bus stop code
5131,Opp Hong Lim Cplx,Upp Cross St,1.284073056,103.8453381,removed,Removed bus stop code
5189,Opp Sri Mariamman Tp,Sth Bridge Rd,1.2820913960391,103.84528061446952,removed,Removed bus stop code
5199,Opp Hong Lim Cplx,Sth Bridge Rd,1.28451455846092,103.84666049314173,removed,Removed bus stop code
5239,Bef The Pinnacle@Duxton,Neil Rd,1.27854113014976,103.8415105424013,removed,Removed bus stop code
5241,Opp Blk 333,Kreta Ayer Rd,1.28071988238536,103.84227488654868,removed,Removed bus stop code
5259,Opp Maxwell Stn Exit 3,Neil Rd,1.27979447837032,103.84262707605176,removed,Removed bus stop code
5269,Maxwell Stn Exit 2,Sth Bridge Rd,1.280894,103.844567,removed,Removed bus stop code
5271,Opp Fairfield Meth Ch,Tg Pagar Rd,1.27975329525167,103.84382212419122,removed,Removed bus stop code
5319,OCBC Ctr,Church St,1.284437,103.849114,removed,Removed bus stop code
5411,Tg Pagar Plaza,Tg Pagar Rd,1.27519165673078,103.84309190393884,removed,Removed bus stop code
5419,The Amara,Tg Pagar Rd,1.27470669455555,103.84318683838887,removed,Removed bus stop code
5421,Aft Craig Rd,Tg Pagar Rd,1.27777470568529,103.84346347289252,removed,Removed bus stop code
5429,Bef Craig Rd,Tg Pagar Rd,1.27769413050075,103.84370654372523,removed,Removed bus stop code
5431,Aft Tanjong Pagar Rd,Hoe Chiang Rd,1.27408,103.8420461,removed,Removed bus stop code
5519,Blk 1G,Cantonment Rd,1.27553472200739,103.84112694400494,removed,Removed bus stop code
5521,Maritime Hse,Cantonment Rd,1.27676861098316,103.84059222200348,removed,Removed bus stop code
5539,Opp Police Cantonment Cplx,Cantonment Rd,1.278515,103.840322,removed,Removed bus stop code
5629,Opp Southpoint,Cantonment Rd,1.273211389,103.84187,removed,Removed bus stop code
5631,Blk 16,Cantonment Link,1.27346055934188,103.84034718190608,removed,Removed bus stop code
5641,Bef Cantonment Rd,Keppel Rd,1.27272393115133,103.84140618785226,removed,Removed bus stop code
5649,Opp Customs Port Br HQ,Keppel Rd,1.2723842122117,103.84093912218094,removed,Removed bus stop code
5651,Opp Fuji Xerox Twrs,Tg Pagar Rd,1.273218611,103.8430731,removed,Removed bus stop code
6011,Outram Pk Stn Exit 7,Outram Rd,1.28165999996967,103.83801388886192,removed,Removed bus stop code
6029,Outram Pk Stn Exit 1,Outram Rd,1.28177041153491,103.8383828488293,removed,Removed bus stop code
6031,The Landmark Condo,Chin Swee Rd,1.28607055552165,103.83879166662209,removed,Removed bus stop code
6039,Blk 8,Chin Swee Rd,1.28705997883119,103.83962555611691,removed,Removed bus stop code
6049,BEF OUTRAM FLYOVER,Outram Rd,1.28474856880259,103.83517705055232,removed,Removed bus stop code
6051,Blk 55,Tiong Bahru Rd,1.28475980959972,103.83405671725488,removed,Removed bus stop code
6069,Aft Furama RiverFront,Outram Rd,1.28623157720487,103.83496162445664,removed,Removed bus stop code
6071,Havelock Stn Exit 2,Zion Rd,1.28685859481289,103.83360028266564,removed,Removed bus stop code
6081,Havelock Stn Exit 3,Zion Rd,1.28837086415387,103.83349881780524,removed,Removed bus stop code
6129,Grand Copthorne Hotel,Kim Seng Rd,1.29078162052352,103.83440916705554,removed,Removed bus stop code
6131,Aft Blk 87,Zion Rd,1.29152472200833,103.83222750001508,removed,Removed bus stop code
6141,Havelock Stn Exit 5,Havelock Rd,1.28963300933974,103.83381241921823,removed,Removed bus stop code
6149,Havelock Stn Exit 4,Havelock Rd,1.28984045728104,103.83411526676927,removed,Removed bus stop code
6151,Hotel Miramar,Havelock Rd,1.28870976841461,103.83737276969174,removed,Removed bus stop code
6159,Opp Hotel Miramar,Havelock Rd,1.28909385421188,103.8368794036018,removed,Removed bus stop code
6161,Blk 2,Havelock Rd,1.28901705678419,103.83994286096711,removed,Removed bus stop code
6169,River Pl Condo,Havelock Rd,1.28937078931125,103.83998944937588,removed,Removed bus stop code
6171,Opp State Ct,Upp Cross St,1.286101944,103.8425356,removed,Removed bus stop code
6189,Ctrl Sq,Havelock Rd,1.28779136477868,103.8432942808956,removed,Removed bus stop code
7011,Bef Sophia Rd,Selegie Rd,1.30099699058522,103.8498101874305,removed,Removed bus stop code
7021,Selegie Ctr,Selegie Rd,1.30324521574524,103.84995776766849,removed,Removed bus stop code
7031,Tekka Ctr,S'goon Rd,1.30572083298412,103.85120583303193,removed,Removed bus stop code
7111,Broadway Hotel,S'goon Rd,1.30879366465919,103.8531751994068,removed,Removed bus stop code
7211,Aft Farrer Pk Stn Exit G,S'goon Rd,1.31313747728456,103.8563561439714,removed,Removed bus stop code
7221,Sri Vadapathira K Tp,S'goon Rd,1.314966,103.857819,removed,Removed bus stop code
7231,Bef Tai Hoe Hotel,Kitchener Rd,1.309658889,103.8573711,removed,Removed bus stop code
7241,Bef S'Goon Rd,Lavender St,1.31557142083242,103.85900616698896,removed,Removed bus stop code
7249,Aft Kempas Rd,Lavender St,1.315368056,103.8594669,removed,Removed bus stop code
7319,Aft Allenby Rd,Jln Besar,1.31038833299803,103.85870666696984,removed,Removed bus stop code
7329,Hoa Nam Bldg,Jln Besar,1.31284472583438,103.85989088288474,removed,Removed bus stop code
7331,Aft King George's Ave,Kitchener Rd,1.30824994545395,103.8589096071918,removed,Removed bus stop code
7351,ARC 380,Lavender St,1.31351833300073,103.86054527803076,removed,Removed bus stop code
7359,OPP ARC 380,Lavender St,1.31368253065979,103.8607145180712,removed,Removed bus stop code
7361,Bef Kallang Bahru,Lavender St,1.31167636068313,103.86189483728585,removed,Removed bus stop code
7369,Aft Kallang Bahru,Lavender St,1.31140805601851,103.86237888899062,removed,Removed bus stop code
7371,Aft Kallang Rd,Lavender St,1.30950750000455,103.86350138902452,removed,Removed bus stop code
7379,Aperia/Bef Kallang Rd,Lavender St,1.31017336740849,103.86338225534828,removed,Removed bus stop code
7419,Opp Veerasamy Rd,Jln Besar,1.30653024120879,103.8561630249311,removed,Removed bus stop code
7517,IBIS S'PORE ON BENCOOLEN,Bencoolen St,1.30145216158073,103.85247781934106,removed,Removed bus stop code
7518,OPP NAFA CAMPUS 3,Bencoolen St,1.30095828368506,103.85211175034802,removed,Removed bus stop code
7529,JLN BESAR STN EXIT A,Jln Besar,1.30431906266143,103.85501564257024,removed,Removed bus stop code
7531,Rochor Stn,Rochor Canal Rd,1.30365644370093,103.8525732326128,removed,Removed bus stop code
7539,Bef Rochor Stn Exit B,Sungei Rd,1.30461300741211,103.8520009720951,removed,Removed bus stop code
7551,Fu Lu Shou Cplx,Rochor Rd,1.30171975809706,103.8546132267025,removed,Removed bus stop code
7561,Bef Waterloo St,Middle Rd,1.29945446471936,103.85267983857251,removed,Removed bus stop code
7569,Aft Waterloo St,Middle Rd,1.29949531348401,103.85301395376231,removed,Removed bus stop code
7571,SUNSHINE PLAZA,Middle Rd,1.30063444632288,103.851140093146,removed,Removed bus stop code
7589,Ch of Our Lady of Lourdes,Ophir Rd,1.30320609782822,103.85549999983388,removed,Removed bus stop code
8011,Opp Haw Par Glass Twr,Clemenceau Ave,1.29706985017362,103.84361028672502,removed,Removed bus stop code
8019,Aft Haw Par Glass Twr,Clemenceau Ave,1.29624633745957,103.84407009228418,removed,Removed bus stop code
8031,Dhoby Ghaut Stn Exit B,Penang Rd,1.29831153783592,103.8452569595532,removed,Removed bus stop code
8041,YMCA,Orchard Rd,1.29811014243867,103.84780636909544,removed,Removed bus stop code
8057,Dhoby Ghaut Stn,Orchard Rd,1.29930997279734,103.84529021429744,removed,Removed bus stop code
8058,Aft Dhoby Ghaut Stn,Orchard Rd,1.2989583431631,103.84654115271174,removed,Removed bus stop code
8069,Bencoolen Stn Exit B,Bras Basah Rd,1.29821382250893,103.84936128375956,removed,Removed bus stop code
8079,Sch of the Arts,Prinsep St,1.29921444445586,103.84910329217983,removed,Removed bus stop code
8111,Winsland Hse,Penang Rd,1.29986928715834,103.84093746088924,removed,Removed bus stop code
8121,Somerset Stn,Somerset Rd,1.30027569326586,103.83877618459664,removed,Removed bus stop code
8137,Orchard Plaza,Orchard Rd,1.30073968408393,103.84100500816844,removed,Removed bus stop code
8138,Concorde Hotel S'pore,Orchard Rd,1.3004785730821,103.84184700607597,removed,Removed bus stop code
9011,Opp Ngee Ann City,Orchard Turn,1.30211335092372,103.83431672376756,removed,Removed bus stop code
9022,Orchard Stn Exit 13,Orchard Blvd,1.30252834773643,103.83239784275958,removed,Removed bus stop code
9023,Opp Orchard Stn/ION,Orchard Turn,1.30323727330942,103.83254180023424,removed,Removed bus stop code
9037,Bef Cairnhill Rd,Orchard Rd,1.3023400420296,103.83701253388185,removed,Removed bus stop code
9038,Opp Somerset Stn,Orchard Rd,1.30154262450563,103.83852481842337,removed,Removed bus stop code
9047,Orchard Stn/Tang Plaza,Orchard Rd,1.30446065207443,103.83294467208566,removed,Removed bus stop code
9048,Orchard Stn/Lucky Plaza,Orchard Rd,1.30386684425114,103.83413070051408,removed,Removed bus stop code
9059,Somerset Youth Pk,Grange Rd,1.30044251755834,103.8362380421602,removed,Removed bus stop code
9111,Opp Four Seasons Hotel,Orchard Blvd,1.30453752623147,103.82914529614987,removed,Removed bus stop code
9121,Bef Tomlinson Rd,Orchard Blvd,1.30397379238249,103.82699645124522,removed,Removed bus stop code
9131,Opp Orchard Blvd Stn,Grange Rd,1.30391999998489,103.82333805603096,removed,Removed bus stop code
9139,Orchard Blvd Stn Exit 1,Grange Rd,1.303528,103.823585,removed,Removed bus stop code
9141,British Council,Napier Rd,1.30543500002797,103.82177666702268,removed,Removed bus stop code
9149,Opp British Council,Napier Rd,1.30608981381948,103.8212215023314,removed,Removed bus stop code
9159,Aft Tomlinson Rd,Tanglin Rd,1.30602637557418,103.82568042620603,removed,Removed bus stop code
9169,Delfi Orchard,Orchard Rd,1.3070135326348,103.82835507326035,removed,Removed bus stop code
9179,Royal Thai Embassy,Orchard Rd,1.30587966240898,103.83049004618626,removed,Removed bus stop code
9191,Aft Cuscaden Rd,Tomlinson Rd,1.30488653118311,103.82549755834486,removed,Removed bus stop code
9212,Royal Plaza On Scotts,Scotts Rd,1.30702238421536,103.83265522662566,removed,Removed bus stop code
9213,15 Scotts,Scotts Rd,1.30783805600034,103.83305083303024,removed,Removed bus stop code
9219,Far East Plaza,Scotts Rd,1.30731999685228,103.833160882917,removed,Removed bus stop code
