code,name,street,lat,lon,code_normalized,corrected_name,name_source
05429,Bef Craig Rd,Tg Pagar Rd,1.27769413050075,103.84370654372525,05429,Bef Craig Rd,LTA
05431,Aft Tanjong Pagar Rd,Hoe Chiang Rd,1.27408,103.8420461,05431,Aft Tanjong Pagar Rd,LTA
05519,Blk 1G,Cantonment Rd,1.27553472200739,103.84112694400494,05519,Blk 1G,LTA
05521,Maritime Hse,Cantonment Rd,1.27676861098316,103.84059222200347,05521,Maritime Hse,LTA
05539,Opp Police Cantonment Cplx,Cantonment Rd,1.278515,103.840322,05539,Opp Police Cantonment Cplx,LTA
05629,Opp Southpoint,Cantonment Rd,1.273211389,103.84187,05629,Opp Southpoint,LTA
05631,Blk 16,Cantonment Link,1.27346055934188,103.84034718190608,05631,Blk 16,LTA
05641,Bef Cantonment Rd,Keppel Rd,1.27272393115133,103.84140618785226,05641,Bef Cantonment Rd,LTA
05649,Opp Customs Port Br HQ,Keppel Rd,1.2723842122117,103.84093912218094,05649,Opp Customs Port Br HQ,LTA
05651,Opp Fuji Xerox Twrs,Tg Pagar Rd,1.273218611,103.8430731,05651,Opp Fuji Xerox Twrs,LTA
06011,Outram Pk Stn Exit 7,Outram Rd,1.28165999996967,103.83801388886192,06011,Outram Pk Stn Exit 7,LTA
06029,Outram Pk Stn Exit 1,Outram Rd,1.28177041153491,103.8383828488293,06029,Outram Pk Stn Exit 1,LTA
06031,The Landmark Condo,Chin Swee Rd,1.28607055552165,103.83879166662209,06031,The Landmark Condo,LTA
06039,Blk 8,Chin Swee Rd,1.28705997883119,103.83962555611693,06039,Blk 8,LTA
06049,Bef Outram Flyover,Outram Rd,1.28474856880259,103.83517705055233,06049,Bef Outram Flyover,SimplyGo
06051,Blk 55,Tiong Bahru Rd,1.28475980959972,103.83405671725487,06051,Blk 55,LTA
06069,Aft Furama RiverFront,Outram Rd,1.28623157720487,103.83496162445665,06069,Aft Furama RiverFront,LTA
06071,Havelock Stn Exit 2,Zion Rd,1.28685859481289,103.83360028266564,06071,Havelock Stn Exit 2,LTA
06081,Havelock Stn Exit 3,Zion Rd,1.28837086415387,103.83349881780524,06081,Havelock Stn Exit 3,LTA
06129,Grand Copthorne Hotel,Kim Seng Rd,1.29078162052352,103.83440916705554,06129,Grand Copthorne Hotel,LTA
06131,Aft Blk 87,Zion Rd,1.29152472200833,103.83222750001508,06131,Aft Blk 87,LTA
06141,Havelock Stn Exit 5,Havelock Rd,1.28963300933974,103.83381241921823,06141,Havelock Stn Exit 5,LTA
06149,Havelock Stn Exit 4,Havelock Rd,1.28984045728104,103.83411526676929,06149,Havelock Stn Exit 4,LTA
06151,Hotel Miramar,Havelock Rd,1.28870976841461,103.83737276969174,06151,Hotel Miramar,LTA
06159,Opp Hotel Miramar,Havelock Rd,1.28909385421188,103.8368794036018,06159,Opp Hotel Miramar,LTA
06161,Blk 2,Havelock Rd,1.28901705678419,103.83994286096711,06161,Blk 2,LTA
06169,River Pl Condo,Havelock Rd,1.28937078931125,103.83998944937589,06169,River Pl Condo,LTA
06171,Opp State Ct,Upp Cross St,1.286101944,103.8425356,06171,Opp State Ct,LTA
06189,Ctrl Sq,Havelock Rd,1.28779136477868,103.84329428089559,06189,Ctrl Sq,LTA
07011,Bef Sophia Rd,Selegie Rd,1.30099699058522,103.8498101874305,07011,Bef Sophia Rd,LTA
07021,Selegie Ctr,Selegie Rd,1.30324521574524,103.84995776766847,07021,Selegie Ctr,LTA
07031,Tekka Ctr,S'goon Rd,1.30572083298412,103.85120583303191,07031,Tekka Ctr,LTA
07111,Broadway Hotel,S'goon Rd,1.30879366465919,103.8531751994068,07111,Broadway Hotel,LTA
07211,Aft Farrer Pk Stn Exit G,S'goon Rd,1.31313747728456,103.8563561439714,07211,Aft Farrer Pk Stn Exit G,LTA
07221,Sri Vadapathira K Tp,S'goon Rd,1.314966,103.857819,07221,Sri Vadapathira K Tp,LTA
07231,Bef Tai Hoe Hotel,Kitchener Rd,1.309658889,103.8573711,07231,Bef Tai Hoe Hotel,LTA
07241,Bef S'goon Rd,Lavender St,1.31557142083242,103.85900616698896,07241,Bef S'goon Rd,SimplyGo
07249,Aft Kempas Rd,Lavender St,1.315368056,103.8594669,07249,Aft Kempas Rd,LTA
07319,Aft Allenby Rd,Jln Besar,1.31038833299803,103.85870666696984,07319,Aft Allenby Rd,LTA
07329,Hoa Nam Bldg,Jln Besar,1.31284472583438,103.85989088288474,07329,Hoa Nam Bldg,LTA
07331,Aft King George's Ave,Kitchener Rd,1.30824994545395,103.8589096071918,07331,Aft King George's Ave,LTA
07351,Arc 380,Lavender St,1.31351833300073,103.86054527803076,07351,Arc 380,SimplyGo
07359,Opp Arc 380,Lavender St,1.31368253065979,103.86071451807119,07359,Opp Arc 380,SimplyGo
07361,Bef Kallang Bahru,Lavender St,1.31167636068313,103.86189483728585,07361,Bef Kallang Bahru,LTA
07369,Aft Kallang Bahru,Lavender St,1.31140805601851,103.86237888899062,07369,Aft Kallang Bahru,LTA
07371,Aft Kallang Rd,Lavender St,1.30950750000455,103.86350138902452,07371,Aft Kallang Rd,LTA
07379,Aperia/Bef Kallang Rd,Lavender St,1.31017336740849,103.86338225534827,07379,Aperia/Bef Kallang Rd,LTA
07419,Opp Veerasamy Rd,Jln Besar,1.30653024120879,103.8561630249311,07419,Opp Veerasamy Rd,LTA
07517,ibis S'pore on Bencoolen,Bencoolen St,1.30145216158073,103.85247781934106,07517,ibis S'pore on Bencoolen,SimplyGo
07518,Opp NAFA Campus 3,Bencoolen St,1.30095828368506,103.85211175034802,07518,Opp NAFA Campus 3,SimplyGo
07529,Jln Besar Stn Exit A,Jln Besar,1.30431906266143,103.85501564257024,07529,Jln Besar Stn Exit A,SimplyGo
07531,Rochor Stn,Rochor Canal Rd,1.30365644370093,103.8525732326128,07531,Rochor Stn,LTA
07539,Bef Rochor Stn Exit B,Sungei Rd,1.30461300741211,103.8520009720951,07539,Bef Rochor Stn Exit B,LTA
07551,Fu Lu Shou Cplx,Rochor Rd,1.30171975809706,103.8546132267025,07551,Fu Lu Shou Cplx,LTA
07561,Bef Waterloo St,Middle Rd,1.29945446471936,103.85267983857253,07561,Bef Waterloo St,LTA
07569,Aft Waterloo St,Middle Rd,1.29949531348401,103.85301395376233,07569,Aft Waterloo St,LTA
07571,Sunshine Plaza,Middle Rd,1.30063444632288,103.85114009314601,07571,Sunshine Plaza,SimplyGo
07589,Ch of Our Lady of Lourdes,Ophir Rd,1.30320609782822,103.85549999983388,07589,Ch of Our Lady of Lourdes,LTA
08011,Opp Haw Par Glass Twr,Clemenceau Ave,1.29706985017362,103.84361028672502,08011,Opp Haw Par Glass Twr,LTA
08019,Aft Haw Par Glass Twr,Clemenceau Ave,1.29624633745957,103.84407009228418,08019,Aft Haw Par Glass Twr,LTA
08031,Dhoby Ghaut Stn Exit B,Penang Rd,1.29831153783592,103.8452569595532,08031,Dhoby Ghaut Stn Exit B,LTA
08041,YMCA,Orchard Rd,1.29811014243867,103.84780636909545,08041,YMCA,LTA
08057,Dhoby Ghaut Stn,Orchard Rd,1.29930997279734,103.84529021429745,08057,Dhoby Ghaut Stn,LTA
08058,Aft Dhoby Ghaut Stn,Orchard Rd,1.2989583431631,103.84654115271174,08058,Aft Dhoby Ghaut Stn,LTA
08069,Bencoolen Stn Exit B,Bras Basah Rd,1.29821382250893,103.84936128375956,08069,Bencoolen Stn Exit B,LTA
08079,Sch of The Arts,Prinsep St,1.29921444445586,103.84910329217985,08079,Sch of The Arts,SimplyGo
08111,Winsland Hse,Penang Rd,1.29986928715834,103.84093746088925,08111,Winsland Hse,LTA
08121,Somerset Stn,Somerset Rd,1.30027569326586,103.83877618459663,08121,Somerset Stn,LTA
08137,Orchard Plaza,Orchard Rd,1.30073968408393,103.84100500816844,08137,Orchard Plaza,LTA
08138,Concorde Hotel S'pore,Orchard Rd,1.3004785730821,103.84184700607595,08138,Concorde Hotel S'pore,LTA
09011,Opp Ngee Ann City,Orchard Turn,1.30211335092372,103.83431672376756,09011,Opp Ngee Ann City,LTA
09022,Orchard Stn Exit 13,Orchard Blvd,1.30252834773643,103.83239784275958,09022,Orchard Stn Exit 13,LTA
09023,Opp Orchard Stn/ION,Orchard Turn,1.30323727330942,103.83254180023424,09023,Opp Orchard Stn/ION,LTA
09037,Bef Cairnhill Rd,Orchard Rd,1.3023400420296,103.83701253388183,09037,Bef Cairnhill Rd,LTA
09038,Opp Somerset Stn,Orchard Rd,1.30154262450563,103.83852481842337,09038,Opp Somerset Stn,LTA
09047,Orchard Stn/Tang Plaza,Orchard Rd,1.30446065207443,103.83294467208566,09047,Orchard Stn/Tang Plaza,LTA
09048,Orchard Stn/Lucky Plaza,Orchard Rd,1.30386684425114,103.83413070051408,09048,Orchard Stn/Lucky Plaza,LTA
09059,Somerset Youth Pk,Grange Rd,1.30044251755834,103.83623804216019,09059,Somerset Youth Pk,LTA
09111,Opp Four Seasons Hotel,Orchard Blvd,1.30453752623147,103.82914529614989,09111,Opp Four Seasons Hotel,LTA
09121,Bef Tomlinson Rd,Orchard Blvd,1.30397379238249,103.82699645124522,09121,Bef Tomlinson Rd,LTA
09131,Opp Orchard Blvd Stn,Grange Rd,1.30391999998489,103.82333805603095,09131,Opp Orchard Blvd Stn,LTA
09139,Orchard Blvd Stn Exit 1,Grange Rd,1.303528,103.823585,09139,Orchard Blvd Stn Exit 1,LTA
09141,British Council,Napier Rd,1.30543500002797,103.82177666702269,09141,British Council,LTA
09149,Opp British Council,Napier Rd,1.30608981381948,103.8212215023314,09149,Opp British Council,LTA
09159,Aft Tomlinson Rd,Tanglin Rd,1.30602637557418,103.82568042620605,09159,Aft Tomlinson Rd,LTA
09169,Delfi Orchard,Orchard Rd,1.3070135326348,103.82835507326037,09169,Delfi Orchard,LTA
09179,Royal Thai Embassy,Orchard Rd,1.30587966240898,103.83049004618626,09179,Royal Thai Embassy,LTA
09191,Aft Cuscaden Rd,Tomlinson Rd,1.30488653118311,103.82549755834486,09191,Aft Cuscaden Rd,LTA
09212,Royal Plaza On Scotts,Scotts Rd,1.30702238421536,103.83265522662566,09212,Royal Plaza On Scotts,LTA
09213,15 Scotts,Scotts Rd,1.30783805600034,103.83305083303023,09213,15 Scotts,LTA
09219,Far East Plaza,Scotts Rd,1.30731999685228,103.83316088291699,09219,Far East Plaza,LTA
10009,Bt Merah Int,Bt Merah Ctrl,1.28210155945393,103.81722480263163,10009,Bt Merah Int,LTA
10011,Bef Neil Rd,New Bridge Rd,1.2777380589964,103.83749709165197,10011,Bef Neil Rd,SimplyGo
10017,Aft Hosp Dr,Eu Tong Sen St,1.27832046633393,103.83762574759974,10017,Aft Hosp Dr,LTA
10018,Outram Pk Stn Exit 6/SGH,Eu Tong Sen St,1.27900819665099,103.83860360621959,10018,Outram Pk Stn Exit 6/SGH,LTA
10021,Blk 3,Neil Rd,1.27744837946643,103.83838894560753,10021,Blk 3,LTA
10041,Bef Kampong Bahru Ter,Kg Bahru Rd,1.27605834770353,103.83519065305671,10041,Bef Kampong Bahru Ter,SimplyGo
10049,Opp Kampong Bahru Ter,Kg Bahru Rd,1.27623302424393,103.83483786772155,10049,Opp Kampong Bahru Ter,SimplyGo
10051,Blk 149,Jln Bt Merah,1.2774116353284,103.83214410914843,10051,Blk 149,LTA
10059,Opp Blk 149,Jln Bt Merah,1.27739664167497,103.83275178077875,10059,Opp Blk 149,LTA
10061,Blk 140,Jln Bt Merah,1.27860472196885,103.82948638898173,10061,Blk 140,LTA
