Change Type,Date Changed,Bus Stop Code,New Name,Previous Name,Street/Road
NAME_CHANGED,01/09/2025,46801,Aft W'lands Mart,Aft W'Lands Mart,Woodlands Ave 6
NAME_CHANGED,01/09/2025,46809,Opp W'lands Mart,Opp W'Lands Mart,Woodlands Ave 6
NAME_CHANGED,01/09/2025,46931,Opp W'lands Spectrum 1,Opp W'Lands Spectrum 1,Woodlands Ave 9
NAME_CHANGED,01/09/2025,47011,Bef W'lands Waterfront Pk,Bef W'Lands Waterfront Pk,Admiralty Rd
NAME_CHANGED,01/09/2025,47019,Aft W'lands Waterfront Pk,Aft W'Lands Waterfront Pk,Admiralty Rd
NAME_CHANGED,01/09/2025,47021,Khalsa Cres Drug Rehab Ctr,Khalsa Crescent Drug Rehab Ctr,Admiralty Rd West
NAME_CHANGED,01/09/2025,47029,Opp Khalsa Cres Drug Rehab Ctr,Opp Khalsa Crescent Drug Rehab Ctr,Admiralty Rd West
NAME_CHANGED,01/09/2025,47041,Opp W'lands Auto Hub,Opp W'Lands Auto Hub,Admiralty Rd West
NAME_CHANGED,01/09/2025,47049,W'lands Auto Hub,W'Lands Auto Hub,Admiralty Rd West
NAME_CHANGED,01/09/2025,47051,Aft W'lands Ind Pk E4,Aft W'Lands Ind Pk E4,Admiralty Rd West
NAME_CHANGED,01/09/2025,47059,Bef W'lands Ind Pk E4,Bef W'Lands Ind Pk E4,Admiralty Rd West
NAME_CHANGED,01/09/2025,47099,Masterdon,MASTERDON,Senoko Dr
NAME_CHANGED,01/09/2025,47101,Bef Senoko Ave,Aft Senoko Ave,Senoko Dr
NAME_CHANGED,01/09/2025,47109,MaxSteel Enterprise,Maxsteel Enterprise,Senoko Dr
NAME_CHANGED,01/09/2025,47131,Fuji Oil S'pore,Fuji Oil S'Pore,Senoko Rd
NAME_CHANGED,01/09/2025,47141,Bef SC Auto,Bef Sc Auto,Senoko Rd
NAME_CHANGED,01/09/2025,47151,Aft Scania S'pore,Aft Scania S'Pore,Senoko Rd
NAME_CHANGED,01/09/2025,47169,Chuan Lim Constrn,CHUAN LIM CONSTRN,Senoko Dr
NAME_CHANGED,01/09/2025,47179,ComfortDelGro Engrg,Comfortdelgro Engrg,Senoko Loop
NAME_CHANGED,01/09/2025,47491,Twin Fountains,TWIN FOUNTAINS,Woodlands Ave 6
NAME_CHANGED,01/09/2025,47499,Opp Twin Fountains,OPP TWIN FOUNTAINS,Woodlands Ave 6
NAME_CHANGED,01/09/2025,47509,Blk 583,BLK 583,Woodlands Dr 16
NAME_CHANGED,01/09/2025,47529,Blk 573A,BLK 573A,Woodlands Dr 16
NAME_CHANGED,01/09/2025,47749,W'lands Health Campus,Woodlands Health Campus,Woodlands Dr 17
NAME_CHANGED,01/09/2025,47811,W'lands Sunny Food,W'Lands Sunny Food,Admiralty Rd West
NAME_CHANGED,01/09/2025,47819,Opp W'lands Sunny Food,Opp W'Lands Sunny Food,Admiralty Rd West
NAME_CHANGED,01/09/2025,48131,S'pore Zoo,S'Pore Zoo,Mandai Lake Rd
NAME_CHANGED,01/09/2025,49171,Opp Shingda Constrn,OPP SHINGDA CONSTRN,Kranji Way
NAME_CHANGED,01/09/2025,49199,Kranji Resvr Pk B,Kranji Reservoir Pk B,Kranji Way
NAME_CHANGED,01/09/2025,50011,Opp Parish of Christ Ch,Opp Parish Of Christ Ch,Kg Java Rd
NAME_CHANGED,01/09/2025,50019,Parish of Christ Ch,Parish Of Christ Ch,Keng Lee Rd
NAME_CHANGED,01/09/2025,50231,NorthLight Sch,Northlight Sch,Balestier Rd
NAME_CHANGED,01/09/2025,51051,Aft Andrew Rd,AFT ANDREW RD,Thomson Rd
NAME_CHANGED,01/09/2025,51059,Aft Toa Payoh Rise,AFT TOA PAYOH RISE,Thomson Rd
NAME_CHANGED,01/09/2025,52021,Opp Blk 1004,OPP BLK 1004,Braddell Rd
NAME_CHANGED,01/09/2025,52031,Opp Blk 998,OPP BLK 998,Braddell Rd
NAME_CHANGED,01/09/2025,52051,Blk 147,BLK 147,Braddell Rd
NAME_CHANGED,01/09/2025,52069,ComfortDelGro Corp Ltd,Comfortdelgro Corp Ltd,Braddell Rd
NAME_CHANGED,01/09/2025,52241,Blk 105,Bef Caldecott Stn/Savh,Toa Payoh Rise
NAME_CHANGED,01/09/2025,52421,Blk 12,BLK 12,Lor 7 Toa Payoh
NAME_CHANGED,01/09/2025,52431,Blk 5,BLK 5,Lor 7 Toa Payoh
NAME_CHANGED,01/09/2025,52501,Bef Toa Payoh Pk,Toa Payoh Swim Cplx,Lor 6 Toa Payoh
NAME_CHANGED,01/09/2025,52531,Opp Blk 210 Mkt/FC,OPP BLK 210 MKT/FC,Lor 8 Toa Payoh
NAME_CHANGED,01/09/2025,52561,Blk 269A,BLK 269A,Kim Keat Ave
NAME_CHANGED,01/09/2025,52571,Blk 268A,BLK 268A,Toa Payoh East
NAME_CHANGED,01/09/2025,52581,Bef Caldecott Stn Exit 4,BEF CALDECOTT STN EXIT 4,Toa Payoh Lk
NAME_CHANGED,01/09/2025,53011,St. Theresa's Hme,ST. THERESA'S HME,Upp Thomson Rd
NAME_CHANGED,01/09/2025,53019,Opp St. Theresa's Hme,OPP ST. THERESA'S HME,Upp Thomson Rd
NAME_CHANGED,01/09/2025,53021,Lakeview Est,Lakeview Estate,Upp Thomson Rd
NAME_CHANGED,01/09/2025,53201,Opp NEA Reg Off,Opp Nea Reg Off,Sin Ming Dr
NAME_CHANGED,01/09/2025,53209,Aft NEA Reg Off,Aft Nea Reg Off,Sin Ming Dr
NAME_CHANGED,01/09/2025,53221,Blk 115,BLK 115,Bishan St 11
NAME_CHANGED,01/09/2025,53231,Bishan Stn,BISHAN STN,Bishan Rd
NAME_CHANGED,01/09/2025,53239,Opp Bishan Stn,OPP BISHAN STN,Bishan Rd
NAME_CHANGED,01/09/2025,53241,Opp Blk 217,OPP BLK 217,Bishan Rd
NAME_CHANGED,01/09/2025,53249,Blk 210,BLK 210,Bishan Rd
NAME_CHANGED,01/09/2025,53251,Blk 125,BLK 125,Bishan St 11
NAME_CHANGED,01/09/2025,53421,Blk 151A Mkt,BLK 151A MKT,Bishan St 11
NAME_CHANGED,01/09/2025,53439,Blk 228,BLK 228,Bishan St 23
NAME_CHANGED,01/09/2025,54079,Opp Blk 315,OPP BLK 315,Ang Mo Kio Ave 1
NAME_CHANGED,01/09/2025,54081,Teck Ghee Ct,TECK GHEE CT,Ang Mo Kio Ave 1
NAME_CHANGED,01/09/2025,54089,Opp Ang Mo Kio Swim Cplx,OPP ANG MO KIO SWIM CPLX,Ang Mo Kio Ave 1
NAME_CHANGED,01/09/2025,54091,Blk 331,BLK 331,Ang Mo Kio Ave 1
NAME_CHANGED,01/09/2025,54099,Opp Blk 333,OPP BLK 333,Ang Mo Kio Ave 1
NAME_CHANGED,01/09/2025,54201,Opp Blk 155,OPP BLK 155,Ang Mo Kio Ave 4
NAME_CHANGED,01/09/2025,54209,Bet Blks 152/155,BET BLKS 152/155,Ang Mo Kio Ave 4
NAME_CHANGED,01/09/2025,54409,Jing Shan Pr Sch,Opp Blk 522,Ang Mo Kio St 52
NAME_CHANGED,01/09/2025,54481,ITE Coll Ctrl,Ite Coll Ctrl,Ang Mo Kio Ave 5
NAME_CHANGED,01/09/2025,54489,Opp ITE Coll Ctrl,Opp Ite Coll Ctrl,Ang Mo Kio Ave 5
NAME_CHANGED,01/09/2025,54531,Opp Bishan Pk,OPP BISHAN PK,Bishan Rd
NAME_CHANGED,01/09/2025,54539,Bishan Pk,BISHAN PK,Bishan Rd
NAME_CHANGED,01/09/2025,54611,Blk 220,BLK 220,Ang Mo Kio Ave 1
NAME_CHANGED,01/09/2025,54619,Opp Blk 220,OPP BLK 220,Ang Mo Kio Ave 1
NAME_CHANGED,01/09/2025,54621,Blk 223,BLK 223,Ang Mo Kio Ave 1
NAME_CHANGED,01/09/2025,54629,Opp Blk 223,OPP BLK 223,Ang Mo Kio Ave 1
NAME_CHANGED,01/09/2025,55021,Opp Seasons Pk,OPP SEASONS PK,Yio Chu Kang Rd
NAME_CHANGED,01/09/2025,55029,Seasons Pk,SEASONS PK,Yio Chu Kang Rd
NAME_CHANGED,01/09/2025,55071,Bef ECON Medicare Ctr,Bef Econ Medicare Ctr,Yio Chu Kang Rd
NAME_CHANGED,01/09/2025,55079,Aft ECON Medicare Ctr,Aft Econ Medicare Ctr,Yio Chu Kang Rd
NAME_CHANGED,01/09/2025,55131,Blk 612,BLK 612,Ang Mo Kio Ave 4
NAME_CHANGED,01/09/2025,55139,Blk 641,BLK 641,Ang Mo Kio Ave 4
NAME_CHANGED,01/09/2025,55141,Opp Blk 622,OPP BLK 622,Ang Mo Kio Ave 4
NAME_CHANGED,01/09/2025,55149,Blk 622,BLK 622,Ang Mo Kio Ave 4
NAME_CHANGED,01/09/2025,55151,Ang Mo Kio Community Hosp,Ang Mo Kio Comm Hosp,Ang Mo Kio Ave 9
NAME_CHANGED,01/09/2025,55159,Opp Ang Mo Kio Cmty Hosp,Opp Ang Mo Kio Comm Hosp,Ang Mo Kio Ave 9
NAME_CHANGED,01/09/2025,55169,Opp Yio Chu Kang CC,Opp Yio Chu Kang Cc,Ang Mo Kio St 61
NAME_CHANGED,01/09/2025,56011,Bef Adana @ Thomson,Bef adana at thomson,Upp Thomson Rd
NAME_CHANGED,01/09/2025,56029,Bef Sembawang Hills FC,Bef Sembawang Hills Fc,Upp Thomson Rd
NAME_CHANGED,01/09/2025,56269,Bef Ang Mo Kio Ave 2,BEF Ang mo kio avenue 2,Ang Mo Kio Ave 1
NAME_CHANGED,01/09/2025,57039,Spiritual Grace Presby Ch,SPIRITUAL GRACE PRESBY CH,Sembawang Rd
NAME_CHANGED,01/09/2025,58199,Opp Auckland Rd West,OPP AUCKLAND ROAD WEST,Admiralty Rd East
NAME_CHANGED,01/09/2025,58201,Aft Queen's Ave,Aft Queen'S Ave,Admiralty Rd East
NAME_CHANGED,01/09/2025,58251,Sun Plaza/ Sembawang Stn,Sun Plaza/Sembawang Stn,Sembawang Dr
NAME_CHANGED,01/09/2025,58261,Visionaire,VISIONAIRE,Canberra Link
NAME_CHANGED,01/09/2025,58269,Opp Visionaire,OPP VISIONAIRE,Canberra Link
NAME_CHANGED,01/09/2025,58361,Nth Lk Bldg,Nth Link Bldg,Admiralty St
NAME_CHANGED,01/09/2025,58369,Bef Acacia Hme,BEF ACACIA HME,Admiralty St
NAME_CHANGED,01/09/2025,58519,Opp Blk 104B,OPP BLK 104B,Canberra st
NAME_CHANGED,01/09/2025,58521,Blk 106A,BLK 106A,Canberra st
NAME_CHANGED,01/09/2025,58529,Blk 108 CP,BLK 108 CP,Canberra st
NAME_CHANGED,01/09/2025,58531,Blk 129A,BLK 129A,Canberra Way
NAME_CHANGED,01/09/2025,58539,Blk 120A,BLK 120A,Canberra Way
NAME_CHANGED,01/09/2025,58571,Bef Sembawang Ave,Gambas Ave,Sembawang Ave
NAME_CHANGED,01/09/2025,58579,Aft Sembawang Ave,Gambas Ave,Sembawang Ave
NAME_CHANGED,01/09/2025,58621,Blk 126 CP,Blk 126 Cp,Canberra st
NAME_CHANGED,01/09/2025,58991,Blk 767,BLK 767,Yishun Ave 2
NAME_CHANGED,01/09/2025,59601,Blk 391,BLK 391,Yishun Ave 6
NAME_CHANGED,01/09/2025,59671,Bef Yishun Stn,Before Yishun Station,Yishun Ave 2
NAME_CHANGED,01/09/2025,59829,Opp Blk 334B,Opposite Blk 334B,Yishun Ave 6
NAME_CHANGED,01/09/2025,60011,Bendemeer Stn Exit A,BENDEMEER STN EXIT A,Kallang Bahru
NAME_CHANGED,01/09/2025,60019,Bendemeer Stn Exit B,BENDEMEER STN EXIT B,Kallang Bahru
NAME_CHANGED,01/09/2025,60031,Bef Geylang Bahru Stn,BEF GEYLANG BAHRU STN,Kallang Bahru
NAME_CHANGED,01/09/2025,60081,St. Andrew's Village,St. Andrew'S Village,Jln Toa Payoh
NAME_CHANGED,01/09/2025,60089,Opp St. Andrew's Village,Opp St. Andrew'S Village,Jln Toa Payoh
NAME_CHANGED,01/09/2025,60221,Blk 73/Geylang Bahru Stn,BLK 73/GEYLANG BAHRU STN,Geylang Bahru
NAME_CHANGED,01/09/2025,62071,Bartley Stn Exit A,BARTLEY STN EXIT A,Bartley Rd
NAME_CHANGED,01/09/2025,62079,Aft Bartley Stn Exit B,AFT BARTLEY STN EXIT B,Bartley Rd
NAME_CHANGED,01/09/2025,62101,Bef Upp S'goon Rd,Bef Upp Serangoon Rd,Bartley Rd
NAME_CHANGED,01/09/2025,62109,Aft Upp S'goon Rd,Aft Upp Serangoon Rd,Bartley Rd
NAME_CHANGED,01/09/2025,62131,S'goon Stn Exit H,S'Goon Stn Exit H,Upp S'goon Rd
NAME_CHANGED,01/09/2025,62139,S'goon Stn Exit A/Blk 413,S'Goon Stn Exit A/Blk 413,Upp S'goon Rd
NAME_CHANGED,01/09/2025,62161,St. Gabriel's Sec Sch,St.Gabriel's Sec Sch,S'goon Ave 1
NAME_CHANGED,01/09/2025,62189,S'goon Stn Exit D/Blk 416,S'Goon Stn Exit D/Blk 416,Upp S'goon Rd
NAME_CHANGED,01/09/2025,62231,Bef S'pore Girls' Hme,BEF S'PORE GIRLS' HME,Hougang Ave 3
NAME_CHANGED,01/09/2025,62239,Opp S'pore Girls' Hme,OPP S'PORE GIRLS' HME,Hougang Ave 3
NAME_CHANGED,01/09/2025,63011,Opp Upp S'goon Shop Ctr,Opp Upp S'Goon Shop Ctr,Upp S'goon Rd
NAME_CHANGED,01/09/2025,63019,Aft Upp S'goon Shop Ctr,Aft Upp S'Goon Shop Ctr,Upp S'goon Rd
NAME_CHANGED,01/09/2025,63131,The Tembusu,THE TEMBUSU,Tampines Rd
NAME_CHANGED,01/09/2025,63149,S'goon Stadium,Serangoon Stadium,Boundary Rd
NAME_CHANGED,01/09/2025,63151,Aft Upp S'goon Rd,Aft Upp S'Goon Rd,Yio Chu Kang Rd
NAME_CHANGED,01/09/2025,63161,S'goon Swim Cplx,Serangoon Swim Cplx,Yio Chu Kang Rd
NAME_CHANGED,01/09/2025,63169,Opp S'goon Swim Cplx,Opp Serangoon Swim Cplx,Yio Chu Kang Rd
NAME_CHANGED,01/09/2025,63189,Aft S'goon Gdn Way,Aft Serangoon Gdn Way,Yio Chu Kang Rd
NAME_CHANGED,01/09/2025,63191,Aft S'goon Nth Ave 1,Aft Serangoon Nth Ave 1,Yio Chu Kang Rd
NAME_CHANGED,01/09/2025,63221,Kovan Hub,KOVAN HUB,Hougang St 21
NAME_CHANGED,01/09/2025,63239,Opp Blk 211,OPP BLK 211,Hougang St 21
NAME_CHANGED,01/09/2025,63301,Paya Lebar Meth Girls' Sch,Paya Lebar Meth Girls' Sc,Lor Ah Soo
NAME_CHANGED,01/09/2025,63361,Opp S'goon Sports Cplx,Opp S'Goon Sports Cplx,Yio Chu Kang Link
NAME_CHANGED,01/09/2025,63369,S'goon Sports Cplx,Serangoon Sports Cplx,Yio Chu Kang Link
NAME_CHANGED,01/09/2025,64061,Opp S'goon Sec Sch,Opp Serangoon Sec Sch,Upp S'goon Rd
NAME_CHANGED,01/09/2025,64069,S'goon Sec Sch,Serangoon Sec Sch,Upp S'goon Rd
NAME_CHANGED,01/09/2025,64089,Opp Hougang 1,OPP HOUGANG 1,Hougang St 91
NAME_CHANGED,01/09/2025,64099,Hougang Sec Sch,HOUGANG SEC SCH,Hougang St 93
NAME_CHANGED,01/09/2025,64397,Blk 513,Block 513,Hougang Ave 10
NAME_CHANGED,01/09/2025,65009,Punggol Int,Punggol Temp Int,Punggol Pl
NAME_CHANGED,01/09/2025,65099,Blk 604A,BLK 604A,Punggol Rd
NAME_CHANGED,01/09/2025,65181,Aft Punggol Ctrl,Atf Punggol Ctrl,Punggol East
NAME_CHANGED,01/09/2025,65559,Opp Blk 227A,Opposite Blk 227A,Punggol Field
NAME_CHANGED,01/09/2025,65571,Blk 218,BLK 218,Punggol Field
NAME_CHANGED,01/09/2025,65579,Blk 258A,BLK 258A,Punggol Field
NAME_CHANGED,01/09/2025,65671,Punggol Cove Pr Sch,Punggol cove pr sch,Sumang Link
NAME_CHANGED,01/09/2025,65679,Opp Punggol Cove Pr Sch,Opp punggol cove pr sch,Sumang Link
NAME_CHANGED,01/09/2025,65691,Opp Blk 437B,Opposite Blk 437B,New Punggol Road
NAME_CHANGED,01/09/2025,65701,Opp SIT Punggol,Opposite SIT Punggol,New Punggol Road
NAME_CHANGED,01/09/2025,65709,Bef SIT Punggol,Before SIT Punggol,New Punggol Road
NAME_CHANGED,01/09/2025,65721,Opp Punggol Coast Stn,Opposite Punggol Coast Station,New Punggol Road
NAME_CHANGED,01/09/2025,65729,Punggol Coast Stn,Punggol Coast Station,New Punggol Road
NAME_CHANGED,01/09/2025,66009,Serangoon Int,S'Goon Int,S'goon Ave 2
NAME_CHANGED,01/09/2025,66261,S'goon Gdns Country Club,S'Goon Gdns Country Club,Kensington Pk Rd
NAME_CHANGED,01/09/2025,66271,S'goon Gdn Circus,Serangoon Gdn Circus,S'goon Gdn Way
NAME_CHANGED,01/09/2025,66359,S'goon Stn Exit C/Blk 201,S'Goon Stn Exit C/Blk 201,S'goon Ctrl
NAME_CHANGED,01/09/2025,66381,Opp S'goon Stn Exit F,Opp S'Goon Stn Exit F,S'goon Ave 2
NAME_CHANGED,01/09/2025,66389,S'goon Stn Exit F,S'Goon Stn Exit F,S'goon Ave 2
NAME_CHANGED,01/09/2025,66561,Blk 991B,Outside Blk 991B,Buangkok Link
NAME_CHANGED,01/09/2025,66569,Opp Blk 991B,OPP BLK 991B,Buangkok Link
NAME_CHANGED,01/09/2025,66579,Blk 998B,BLK 998B,Buangkok Cres
NAME_CHANGED,01/09/2025,67079,Ch of St. Vincent de Paul,Ch Of St. Vincent De Paul,Yio Chu Kang Rd
NAME_CHANGED,01/09/2025,67111,CHIJ St. Joseph's Convent,Chij St. Joseph'S Convent,Sengkang East Way
NAME_CHANGED,01/09/2025,67691,Blk 338A,BLK 338A,Anchorvale Cres
NAME_CHANGED,01/09/2025,67699,Blk 334A,BLK 334A,Anchorvale Cres
NAME_CHANGED,01/09/2025,67701,Aft Blk 467B,AFT BLK 467B,Fernvale St
NAME_CHANGED,01/09/2025,67761,Opp Blk 326D,OPP BLK 326D,Anchorvale Rd
NAME_CHANGED,01/09/2025,67769,Blk 326D,BLK 326D,Anchorvale Rd
NAME_CHANGED,01/09/2025,68081,Bef Seletar A'space Rise,Bef Seletar A'Space Rise,Seletar Aerospace Dr
NAME_CHANGED,01/09/2025,68089,Aft Seletar A'space Rise,Aft Seletar A'Space Rise,Seletar Aerospace Dr
NAME_CHANGED,01/09/2025,68161,Aft Seletar A'space Lane,Aft Seletar A'Space Lane,West Camp Rd
NAME_CHANGED,01/09/2025,68169,Bef Seletar A'space Lane,Bef Seletar A'Space Lane,West Camp Rd
NAME_CHANGED,01/09/2025,68181,Bef JTC Aerospace,Bef Jtc Aerospace,Seletar Aerospace Link
NAME_CHANGED,01/09/2025,68189,Aft JTC Aerospace,Bef Seletar A'Space Cres,Seletar Aerospace Link
NAME_CHANGED,01/09/2025,68191,Bef Seletar A'space Lk,Bef Seletar A'Space Lk,Seletar Aerospace Crescent
NAME_CHANGED,01/09/2025,68199,Aft Seletar A'space Lk,Aft Seletar A'Space Lk,Seletar Aerospace Crescent
NAME_CHANGED,01/09/2025,70161,Opp Mattar Stn Exit A,OPP MATTAR STN EXIT A,Merpati Rd
NAME_CHANGED,01/09/2025,70191,Opp Blk 66,OPP BLK 66,Circuit Rd
NAME_CHANGED,01/09/2025,70201,Opp MacPherson Stn Exit D,OPP MACPHERSON STN EXIT D,Circuit Rd
NAME_CHANGED,01/09/2025,70231,Opp Mattar Stn Exit B,OPP MATTAR STN EXIT B,Mattar Rd
NAME_CHANGED,01/09/2025,70251,MacPherson Stn Exit C,Macpherson Stn Exit C,Paya Lebar Rd
NAME_CHANGED,01/09/2025,70259,MacPherson Stn Exit B,Macpherson Stn Exit B,Paya Lebar Rd
NAME_CHANGED,01/09/2025,70371,MacPherson Stn Exit A,Macpherson Stn Exit A,Circuit Link
NAME_CHANGED,01/09/2025,70379,Opp MacPherson Stn Exit A,Opp Macpherson Stn Exit A,Circuit Link
NAME_CHANGED,01/09/2025,70401,Bef Ubi Rd 4,BEF UBI RD 4,Ubi Rd 3
NAME_CHANGED,01/09/2025,70409,Blk 3032A,BLK 3032A,Ubi Rd 3
NAME_CHANGED,01/09/2025,71121,Ubi Stn Exit B,UBI STN EXIT B,Ubi Ave 2
NAME_CHANGED,01/09/2025,71129,Ubi Stn Exit A,UBI STN EXIT A,Ubi Ave 2
NAME_CHANGED,01/09/2025,71171,Opp SCDF HQ,Opp Scdf Hq,Airport Rd
NAME_CHANGED,01/09/2025,71179,Aft SCDF HQ,Aft Scdf Hq,Airport Rd
NAME_CHANGED,01/09/2025,71291,The Leo,THE LEO,Kaki Bt Rd 3
NAME_CHANGED,01/09/2025,71299,Empire Technocentre,EMPIRE TECHNOCENTRE,Kaki Bt Rd 3
NAME_CHANGED,01/09/2025,71331,Kaki Bt Autohub,KAKI BT AUTOHUB,Kaki Bt Ave 2
NAME_CHANGED,01/09/2025,71339,Opp Kaki Bt Autohub,OPP KAKI BT AUTOHUB,Kaki Bt Ave 2
NAME_CHANGED,01/09/2025,72031,Bef Kaki Bt Stn Exit B,BEF KAKI BT STN EXIT B,Kaki Bt Ave 1
NAME_CHANGED,01/09/2025,72039,Kaki Bt Stn Exit A,KAKI BT STN EXIT A,Kaki Bt Ave 1
NAME_CHANGED,01/09/2025,72131,Opp Tech View,OPP TECH VIEW,Kaki Bt Ave 3
NAME_CHANGED,01/09/2025,72139,Tech View,TECH VIEW,Kaki Bt Ave 3
NAME_CHANGED,01/09/2025,72141,Bartley Biz Ctr,BARTLEY BIZ CTR,Kaki Bt Ave 3
NAME_CHANGED,01/09/2025,72149,Shun Li Ind Pk,SHUN LI IND PK,Kaki Bt Ave 3
NAME_CHANGED,01/09/2025,72151,Autobay @ Kaki Bt,AUTOBAY @ KAKI BT,Kaki Bt Ave 6
NAME_CHANGED,01/09/2025,72159,Opp Autobay @ Kaki Bt,OPP AUTOBAY @ KAKI BT,Kaki Bt Ave 6
NAME_CHANGED,01/09/2025,72161,Aft Bartley Viaduct,AFT BARTLEY VIADUCT,Kaki Bt Rd 5
NAME_CHANGED,01/09/2025,72169,Bef Bartley Viaduct,BEF BARTLEY VIADUCT,Kaki Bt Rd 5
NAME_CHANGED,01/09/2025,75021,Blk 879B,BLK 879B,Tampines Street 86
NAME_CHANGED,01/09/2025,75051,Tampines West Stn Exit B,TAMPINES WEST STN EXIT B,Tampines Ave 1
NAME_CHANGED,01/09/2025,75059,Bef Tampines West Stn,BEF TAMPINES WEST STN,Tampines Ave 1
NAME_CHANGED,01/09/2025,75381,T5@Tampines,T5@TAMPINES,Tampines Ind Ave 5
NAME_CHANGED,01/09/2025,75391,Opp Siltronic,OPP SILTRONIC,Tampines Ind Ave 5
NAME_CHANGED,01/09/2025,75401,Aft Tampines Ave 1,AFT TAMPINES AVE 1,Tampines Ave 10
NAME_CHANGED,01/09/2025,75409,The Santorini,THE SANTORINI,Tampines Ave 10
NAME_CHANGED,01/09/2025,75411,Bef Tampines Fire Stn,BEF TAMPINES FIRE STN,Tampines Ave 10
NAME_CHANGED,01/09/2025,75541,Opp Blk 648A,OPP BLK 648A,Tampines St 62
NAME_CHANGED,01/09/2025,75549,Blk 648A,BLK 648A,Tampines St 62
NAME_CHANGED,01/09/2025,75551,Blk 641A,BLK 641A,Tampines St 62
NAME_CHANGED,01/09/2025,75559,Blk 646B,BLK 646B,Tampines St 62
NAME_CHANGED,01/09/2025,75561,Blk 648C,BLK 648C,Tampines Nth Dr 2
NAME_CHANGED,01/09/2025,75569,Blk 636C,BLK 636C,Tampines Nth Dr 2
NAME_CHANGED,01/09/2025,75571,Blk 637B,BLK 637B,Tampines Nth Dr 2
NAME_CHANGED,01/09/2025,75579,Blk 630B,BLK 630B,Tampines Nth Dr 2
NAME_CHANGED,01/09/2025,75581,Blk 637 CP,BLK 637 CP,Tampines Ave 12
NAME_CHANGED,01/09/2025,75589,Opp Blk 638A,OPP BLK 638A,Tampines Ave 12
NAME_CHANGED,01/09/2025,75591,Bef Blk 631B,BEF BLK 631B,Tampines Ave 12
NAME_CHANGED,01/09/2025,75599,Opp Blk 631B,OPP BLK 631B,Tampines Ave 12
NAME_CHANGED,01/09/2025,76031,Tampines East Stn Exit B,TAMPINES EAST STN EXIT B,Tampines Ave 2
NAME_CHANGED,01/09/2025,76039,Tampines East Stn Exit C,TAMPINES EAST STN EXIT C,Tampines Ave 2
NAME_CHANGED,01/09/2025,76041,Blk 842C,BLK 842C,Tampines St 82
NAME_CHANGED,01/09/2025,76049,Opp Blk 842C,OPP BLK 842C,Tampines St 82
NAME_CHANGED,01/09/2025,76191,Blk 401,BLK 401,Tampines Ave 7
NAME_CHANGED,01/09/2025,76199,Blk 503,BLK 503,Tampines Ave 7
NAME_CHANGED,01/09/2025,76221,Tampines East Stn Exit A,TAMPINES EAST STN EXIT A,Tampines Ave 7
NAME_CHANGED,01/09/2025,76229,Opp Tampines East Stn,OPP TAMPINES EAST STN,Tampines Ave 7
NAME_CHANGED,01/09/2025,76339,Opp Tampines Changkat CC,Opp Tampines Changkat Cc,Tampines St 11
NAME_CHANGED,01/09/2025,76431,Blk 333,BLK 333,Tampines St 33
NAME_CHANGED,01/09/2025,76441,Opp Blk 345,OPP BLK 345,Tampines St 33
NAME_CHANGED,01/09/2025,76451,Blk 324,BLK 324,Tampines St 33
NAME_CHANGED,01/09/2025,76471,Blk 444,BLK 444,Tampines St 42
NAME_CHANGED,01/09/2025,76519,Bet Blks 524B/523D,BET BLKS 524B/523D,Tampines Concourse
NAME_CHANGED,01/09/2025,76521,Opp Blk 519A,OPP BLK 519A,Tampines Concourse
NAME_CHANGED,01/09/2025,76529,Blk 519A,BLK 519A,Tampines Concourse
NAME_CHANGED,01/09/2025,76541,Citylife @ Tampines,Citylife@ Tampines,Tampines Ave 9
NAME_CHANGED,01/09/2025,76549,Opp Citylife @ Tampines,Opp Citylife@ Tampines,Tampines Ave 9
NAME_CHANGED,01/09/2025,76551,Tampines Stn Exit D,TAMPINES STN EXIT D,Tampines Ctrl 1
NAME_CHANGED,01/09/2025,76559,Aft Tampines Stn Exit E,AFT TAMPINES STN EXIT E,Tampines Ctrl 1
NAME_CHANGED,01/09/2025,77091,Aft Pasir Ris Ave,AFT PASIR RIS AVE,Elias Rd
NAME_CHANGED,01/09/2025,77231,Tampines Meridian JC,Tampines Meridian Jc,Pasir Ris Dr 1
NAME_CHANGED,01/09/2025,77409,Opp UMC,Opposite UMC,Pasir Ris Ind Dr 1
NAME_CHANGED,01/09/2025,78031,Blk 191,BLK 191,Pasir Ris St 12
NAME_CHANGED,01/09/2025,78039,Blk 104,BLK 104,Pasir Ris St 12
NAME_CHANGED,01/09/2025,78199,Opp White Sands Pr Sch,Opp White Sands Pri Sch,Pasir Ris St 11
NAME_CHANGED,01/09/2025,80011,Aft Padang Jeringau,AFT PADANG JERINGAU,Kallang Rd
NAME_CHANGED,01/09/2025,81101,Paya Lebar Green,CISCO Ctr,Paya Lebar Rd
NAME_CHANGED,01/09/2025,81109,Opp Paya Lebar Green,Opp CISCO Ctr,Paya Lebar Rd
NAME_CHANGED,01/09/2025,81161,Blk 56,blk 56,Guillemard Rd
NAME_CHANGED,01/09/2025,81191,Aft Old Airport Rd,AFT OLD AIRPORT RD,Dunman Rd
NAME_CHANGED,01/09/2025,81199,Bef Old Airport Rd,BEF OLD AIRPORT RD,Dunman Rd
